"gene_name","gene_id_mat","gene_id_pat","chromosome_mat","chromosome_pat","exon_length_mat","exon_length_pat","rpkm_mouse_1_female_mat_bl6","rpkm_mouse_2_female_mat_bl6","rpkm_mouse_4_female_mat_bl6","rpkm_mouse_7_male_mat_bl6","rpkm_mouse_8_male_mat_bl6","rpkm_mouse_1_female_pat_cast","rpkm_mouse_2_female_pat_cast","rpkm_mouse_4_female_pat_cast","rpkm_mouse_7_male_pat_cast","rpkm_mouse_8_male_pat_cast"
"Gm1720","ENSMUSG00000086860","MGP_CASTEiJ_G0007397","X","X",1519,1503,0,0.34006777164712,0.527157806152134,0.696069611701402,0.322693910723955,0,0,0,0,0
"Gm20489","ENSMUSG00000092463","MGP_CASTEiJ_G0034919","X","X",1350,1350,0,0,0,0,0,0,0,0,0,0.218732390675473
"Gm21986","ENSMUSG00000096056","MGP_CASTEiJ_G0015099","X","X",5476,5560,0.259927083337359,0.330162583630736,0.219344240562023,0.386168641407756,0.134269188382858,0,0,0.0591484475607442,0.0568118755708755,0
"Gm22023","ENSMUSG00000077542","MGP_CASTEiJ_G0038390","X","X",130,130,0,0,0,0,0,0,0,0,0,0
"Gm22090","ENSMUSG00000088960","MGP_CASTEiJ_G0037122","X","X",111,111,0,0,0,0,0,0,0,0,0,0
"Gm22139","ENSMUSG00000089372","MGP_CASTEiJ_G0037133","X","X",105,105,0,0,0,0,0,0,0,0,0,0
"Gm22248","ENSMUSG00000064416","MGP_CASTEiJ_G0037144","X","X",150,150,0,0,0,0,0,0,0,0,0,0
"Gm22266","ENSMUSG00000077199","MGP_CASTEiJ_G0038361","X","X",138,138,0,0,0,0,0,0,0,0,0,0
"Gm22332","ENSMUSG00000088697","MGP_CASTEiJ_G0038344","X","X",125,126,0,0,0,0,0,0,0,0,0,0
"Gm22359","ENSMUSG00000064818","MGP_CASTEiJ_G0037147","X","X",108,108,0,0,0,0,0,0,0,0,0,0
"Gm22364","ENSMUSG00000065031","MGP_CASTEiJ_G0037095","X","X",98,98,0,0,0,0,0,0,0,0,0,0
"Gm22430","ENSMUSG00000089171","MGP_CASTEiJ_G0038362","X","X",107,107,0,0,0,0,0,0,0,0,0,0
"Gm22472","ENSMUSG00000077303","MGP_CASTEiJ_G0037119","X","X",134,134,0,0,0,0,0,0,0,0,0,0
"Gm22522","ENSMUSG00000088896","MGP_CASTEiJ_G0038387","X","X",151,151,0,0,0,0,0,0,0,0,0,0
"Gm22539","ENSMUSG00000088792","MGP_CASTEiJ_G0038341","X","X",117,117,0,0,0,0,0,0,0,0,0,0
"Gm22590","ENSMUSG00000077435","MGP_CASTEiJ_G0038366","X","X",128,128,0,0,0,0,0,0,0,0,0,0
"Gm22592","ENSMUSG00000077430","MGP_CASTEiJ_G0038338","X","X",131,131,0,0,0,0,0,0,0,0,0,0
"Gm22686","ENSMUSG00000064781","MGP_CASTEiJ_G0037115","X","X",100,100,0,0,0,0,0,0,0,0,0,0
"Gm22783","ENSMUSG00000077277","MGP_CASTEiJ_G0037088","X","X",107,107,0,0,0,0,0,0,0,0,0,0
"Gm22785","ENSMUSG00000077275","MGP_CASTEiJ_G0038346","X","X",132,132,0,0,0,0,0,0,0,0,0,0
"Gm23000","ENSMUSG00000087708","MGP_CASTEiJ_G0037110","X","X",139,139,0,0,0,0,0,0,0,0,0,0
"Gm23082","ENSMUSG00000088477","MGP_CASTEiJ_G0038337","X","X",133,133,0,0,0,0,0,0,0,0,0,0
"Gm23124","ENSMUSG00000088275","MGP_CASTEiJ_G0037136","X","X",107,107,0,0,0,0,0,0,0,0,0,0
"Gm23199","ENSMUSG00000089437","MGP_CASTEiJ_G0037139","X","X",107,107,0,0,0,0,0,0,0,0,0,0
"Gm23258","ENSMUSG00000088944","MGP_CASTEiJ_G0037104","X","X",106,106,0,0,0,0,0,0,0,0,0,0
"Gm23277","ENSMUSG00000088539","MGP_CASTEiJ_G0038367","X","X",136,136,0,0,0,0,0,0,0,0,0,0
"Gm23280","ENSMUSG00000088530","MGP_CASTEiJ_G0038353","X","X",139,139,0,0,0,0,0,0,0,0,0,0
"Gm23320","ENSMUSG00000077650","MGP_CASTEiJ_G0038352","X","X",127,127,0,0,0,0,0,0,0,0,0,0
"Gm23322","ENSMUSG00000077652","MGP_CASTEiJ_G0037127","X","X",167,167,0,0,0,0,0,0,0,0,0,0
"Gm23325","ENSMUSG00000088047","MGP_CASTEiJ_G0038378","X","X",129,129,0,0,0,0,0,0,0,0,0,0
"Gm23378","ENSMUSG00000064876","MGP_CASTEiJ_G0037121","X","X",107,107,0,0,0,0,0,0,0,0,0,0
"Gm23404","ENSMUSG00000064477","MGP_CASTEiJ_G0038384","X","X",97,97,0,0,0,0,0,0,0,0,0,0
"Gm23454","ENSMUSG00000065266","MGP_CASTEiJ_G0038358","X","X",133,133,0,0,0,0,0,0,0,0,0,0
"Gm23557","ENSMUSG00000088445","MGP_CASTEiJ_G0035706","X","X",135,138,0,0,0,0,0,0,0,0,0,0
"Gm23586","ENSMUSG00000088282","MGP_CASTEiJ_G0038368","X","X",123,123,0,0,0,0,0,0,0,0,0,0
"Gm23613","ENSMUSG00000064530","MGP_CASTEiJ_G0038339","X","X",87,87,0,0,0,0,0,0,0,0,0,0
"Gm23615","ENSMUSG00000064536","MGP_CASTEiJ_G0038348","X","X",65,65,0,0,0,4.06665284682474,0,0,0,0,0,0
"Gm23628","ENSMUSG00000064398","MGP_CASTEiJ_G0037090","X","X",171,173,0,0,0,0,0,0,0,0,0,0
"Gm23656","ENSMUSG00000084575","MGP_CASTEiJ_G0037124","X","X",110,112,0,0,0,0,0,0,0,0,0,0
"Gm23768","ENSMUSG00000077628","MGP_CASTEiJ_G0038371","X","X",131,131,0,0,0,0,0,0,0,0,0,0
"Gm23786","ENSMUSG00000104536","MGP_CASTEiJ_G0038388","X","X",121,119,0,0,0,0,0,0,0,0,0,0
"Gm23958","ENSMUSG00000087832","MGP_CASTEiJ_G0037138","X","X",105,105,0,0,0,0,0,0,0,0,0,0
"Gm23985","ENSMUSG00000087765","MGP_CASTEiJ_G0038363","X","X",124,124,0,0,0,0,0,0,0,0,0,0
"Gm24038","ENSMUSG00000064806","MGP_CASTEiJ_G0037100","X","X",159,159,0,0,0,0,0,0,0,0,0,0
"Gm24061","ENSMUSG00000088114","MGP_CASTEiJ_G0038360","X","X",120,120,0,0,0,0,0,0,0,0,0,0
"Gm24123","ENSMUSG00000077294","MGP_CASTEiJ_G0038357","X","X",83,83,0,0,0,0,0,0,0,3.96223335467154,3.8057111828201,3.55769551098661
"Gm24281","ENSMUSG00000077422","MGP_CASTEiJ_G0038386","X","X",133,136,0,0,0,0,3.68550413826832,0,0,0,0,0
"Gm24460","ENSMUSG00000064665","MGP_CASTEiJ_G0038382","X","X",106,106,0,0,0,0,0,0,0,0,0,0
"Gm24470","ENSMUSG00000077674","MGP_CASTEiJ_G0038356","X","X",132,132,0,0,0,0,0,0,0,0,0,0
"Gm24491","ENSMUSG00000065733","MGP_CASTEiJ_G0037126","X","X",107,107,0,0,0,0,0,0,0,0,0,0
"Gm24522","ENSMUSG00000065898","MGP_CASTEiJ_G0037135","X","X",108,108,0,0,0,0,0,0,0,0,0,0
"Gm24595","ENSMUSG00000084450","MGP_CASTEiJ_G0038359","X","X",110,110,0,0,0,0,0,0,0,0,0,0
"Gm24622","ENSMUSG00000064553","MGP_CASTEiJ_G0037125","X","X",162,162,0,0,0,0,0,0,0,0,0,0
"Gm24624","ENSMUSG00000064551","MGP_CASTEiJ_G0037132","X","X",164,164,0,0,0,0,0,0,0,0,0,0
"Gm24687","ENSMUSG00000088383","MGP_CASTEiJ_G0035658","X","X",241,241,0,0,0,0,0,0,0,0,0,0
"Gm24718","ENSMUSG00000088146","MGP_CASTEiJ_G0035707","X","X",136,136,0,0,0,0,0,0,0,0,0,0
"Gm24763","ENSMUSG00000065622","MGP_CASTEiJ_G0037098","X","X",190,190,0,0,0,0,0,0,0,0,0,0
"Gm24809","ENSMUSG00000093059","MGP_CASTEiJ_G0009611","X","X",271,271,0,0,0,0,0,0,0,0,0,0
"Gm24812","ENSMUSG00000093056","MGP_CASTEiJ_G0009618","X","X",284,284,0,0,0,0,0,0,0,0,0,0
"Gm24831","ENSMUSG00000080428","MGP_CASTEiJ_G0037130","X","X",126,126,0,0,0,0,0,0,0,0,0,0
"Gm24907","ENSMUSG00000080582","MGP_CASTEiJ_G0038381","X","X",128,128,0,2.01782400442178,3.12794026384802,6.19529144633457,3.82946914366943,0,0,0,0,2.30694318290538
"Gm25006","ENSMUSG00000065747","MGP_CASTEiJ_G0037116","X","X",107,107,0,0,0,0,0,0,0,0,0,0
"Gm25097","ENSMUSG00000077230","MGP_CASTEiJ_G0037140","X","X",143,145,0,0,0,0,0,0,0,0,0,0
"Gm25107","ENSMUSG00000084421","MGP_CASTEiJ_G0038380","X","X",129,129,0,0,0,0,0,0,0,0,0,0
"Gm25170","ENSMUSG00000077379","MGP_CASTEiJ_G0038370","X","X",129,129,0,0,0,0,0,0,0,0,0,0
"Gm25202","ENSMUSG00000064772","MGP_CASTEiJ_G0037086","X","X",191,191,0,0,0,0,0,0,0,0,0,0
"Gm25226","ENSMUSG00000088823","MGP_CASTEiJ_G0038347","X","X",123,123,0,0,0,0,1.99256931052718,0,0,0,0,0
"Gm25421","ENSMUSG00000077406","MGP_CASTEiJ_G0037113","X","X",164,164,0,0,0,0,0,0,0,0,0,0
"Gm25429","ENSMUSG00000088232","MGP_CASTEiJ_G0038383","X","X",132,132,0,0,0,0,0,0,0,0,0,0
"Gm25481","ENSMUSG00000065155","MGP_CASTEiJ_G0037083","X","X",159,158,0,0,0,0,0,0,0,0,0,0
"Gm25520","ENSMUSG00000089014","MGP_CASTEiJ_G0038351","X","X",118,118,0,0,0,0,0,0,0,0,0,0
"Gm25552","ENSMUSG00000088706","MGP_CASTEiJ_G0037085","X","X",91,91,0,0,0,0,0,0,0,0,0,0
"Gm25624","ENSMUSG00000087847","MGP_CASTEiJ_G0035705","X","X",275,275,0,0,0,0,0,0,0,0,0,0
"Gm25651","ENSMUSG00000065716","MGP_CASTEiJ_G0038392","X","X",119,119,0,0,0,0,0,0,0,0,0,0
"Gm25770","ENSMUSG00000089191","MGP_CASTEiJ_G0038375","X","X",115,115,0,0,0,4.59708582684536,0,0,0,0,0,0
"Gm25795","ENSMUSG00000077609","MGP_CASTEiJ_G0038385","X","X",132,132,0,0,0,0,0,0,0,0,0,0
"Gm25812","ENSMUSG00000064685","MGP_CASTEiJ_G0037092","X","X",103,103,0,0,0,0,0,0,0,0,0,0
"Gm25828","ENSMUSG00000087712","MGP_CASTEiJ_G0037120","X","X",95,95,0,0,0,0,0,0,0,0,0,0
"Gm25895","ENSMUSG00000065648","MGP_CASTEiJ_G0037146","X","X",100,100,0,0,0,0,0,0,0,0,0,0
"Gm25915","ENSMUSG00000077453","MGP_CASTEiJ_G0038377","X","X",111,126,0,0,0,0,0,0,0,0,0,0
"Gm26000","ENSMUSG00000088616","MGP_CASTEiJ_G0037118","X","X",107,107,0,0,0,0,0,0,0,0,0,0
"Gm26007","ENSMUSG00000089423","MGP_CASTEiJ_G0037152","X","X",120,120,0,0,0,0,0,0,0,0,0,0
"Gm26020","ENSMUSG00000084678","MGP_CASTEiJ_G0037123","X","X",183,183,0,0,0,0,0,0,0,0,0,0
"Gm26029","ENSMUSG00000089284","MGP_CASTEiJ_G0038369","X","X",132,132,0,0,0,0,0,0,0,0,0,0
"Gm26099","ENSMUSG00000087873","MGP_CASTEiJ_G0037096","X","X",109,109,0,0,0,0,0,0,0,0,0,0
"Gm26108","ENSMUSG00000065907","MGP_CASTEiJ_G0037129","X","X",191,191,0,0,0,0,0,0,0,0,0,0
"Gm26111","ENSMUSG00000065903","MGP_CASTEiJ_G0037109","X","X",106,106,0,0,0,0,0,0,0,0,0,0
"Gm26131","ENSMUSG00000064659","MGP_CASTEiJ_G0037093","X","X",110,110,0,0,0,0,0,0,0,0,0,0
"Gm26174","ENSMUSG00000089040","MGP_CASTEiJ_G0035657","X","X",219,219,0,0,0,0,0,0,0,0,0,0
"Gm26182","ENSMUSG00000088313","MGP_CASTEiJ_G0038365","X","X",116,116,0,0,0,0,0,0,0,0,0,0
"Gm26276","ENSMUSG00000087724","MGP_CASTEiJ_G0038343","X","X",109,109,0,0,0,0,0,0,0,0,0,0
"Gm26312","ENSMUSG00000088394","MGP_CASTEiJ_G0037103","X","X",166,165,0,0,0,0,0,0,0,0,0,0
"Gm26314","ENSMUSG00000065825","MGP_CASTEiJ_G0037084","X","X",107,107,0,0,0,0,0,0,0,0,0,0
"Gm26351","ENSMUSG00000088157","MGP_CASTEiJ_G0035656","X","X",232,232,0,0,0,0,0,0,0,0,0,0
"Gm26368","ENSMUSG00000088451","MGP_CASTEiJ_G0038391","X","X",118,118,0,0,0,0,0,0,0,0,0,0
"Gm26401","ENSMUSG00000089127","MGP_CASTEiJ_G0038336","X","X",76,76,0,0,0,0,0,0,0,0,0,0
"Gm26417","ENSMUSG00000077462","MGP_CASTEiJ_G0038350","X","X",135,135,0,0,0,0,0,0,0,0,0,0
"Gm26437","ENSMUSG00000064529","MGP_CASTEiJ_G0037097","X","X",105,105,0,0,0,0,0,0,0,0,0,0
"Gm26441","ENSMUSG00000064524","MGP_CASTEiJ_G0037143","X","X",104,104,0,0,0,0,0,0,0,0,0,0
"Gm26487","ENSMUSG00000088647","MGP_CASTEiJ_G0037107","X","X",94,94,0,0,0,0,0,0,0,0,0,0
"Gm26618","ENSMUSG00000097342","MGP_CASTEiJ_G0035972","X","X",497,497,0,0,0,0,0,0,0,0,0,0
"Gm26726","ENSMUSG00000097110","MGP_CASTEiJ_G0004599","X","X",404,395,0,0,0,0,0,0,0,0,0,0
"Gm26952","ENSMUSG00000097953","MGP_CASTEiJ_G0004609","X","X",413,409,0,0,0,0,0,0,0,0,0,0
"Gm26992","ENSMUSG00000098078","MGP_CASTEiJ_G0034948","X","X",458,468,0,0,0,0,0,0,0,0,0,0
"Gm27191","ENSMUSG00000098311","MGP_CASTEiJ_G0007391","X","X",448,448,0,0,0,0,0,0,0,0,0,0
"Gm27414","ENSMUSG00000098405","MGP_CASTEiJ_G0035708","X","X",381,381,0,0,0,0,0,0,0,0,0,0
"Gm28269","ENSMUSG00000101818","MGP_CASTEiJ_G0034589","X","X",534,559,1.06618779652089,0.483673169599228,2.9990738110303,5.44505016007433,10.5561396619502,0,0,0,1.69520945352809,0.528244592865633
"Gm28579","ENSMUSG00000100780","MGP_CASTEiJ_G0007383","X","X",369,369,0,0,0,0,0,0,0,0,0,0
"Gm28730","ENSMUSG00000101603","MGP_CASTEiJ_G0007359","X","X",764,764,0.372607515276279,0.676129509335046,1.57215845722204,1.03795458786757,0,0,0,0,0,0
"Gm36995","ENSMUSG00000103436","MGP_CASTEiJ_G0015082","X","X",5742,5727,0,0.179924397468469,0,0,0,0,0,0.0574236718068339,0,0.0515608045070524
"Gm379","ENSMUSG00000093916","MGP_CASTEiJ_G0034982","X","X",888,2627,0,0,0,0,0,0,0,0,0,0
"Gm382","ENSMUSG00000062791","MGP_CASTEiJ_G0035014","X","X",4070,4070,0,0,0,0,0,0,0,0,0,0
"Gm5127","ENSMUSG00000073010","MGP_CASTEiJ_G0034971","X","X",2145,2150,0,0,0,0,0,0,0,0,0,0
"Gm5938","ENSMUSG00000079521","MGP_CASTEiJ_G0034840","X","X",798,1131,0,0,0,0,0,0,0,0,0,0
"Gm5941","ENSMUSG00000071726","MGP_CASTEiJ_G0034885","X","X",564,560,0,0,0,0,0,0,0,0,0,0
"Gm614","ENSMUSG00000090141","MGP_CASTEiJ_G0034918","X","X",774,774,0,0,0,0.683029547916301,0,0,0,0,0,0
"Gm6377","ENSMUSG00000048621","MGP_CASTEiJ_G0034986","X","X",2795,2795,0.203700995829035,0,0,0.378293288076719,0.526123846572114,0,0.108853632811883,0,0.11301396356854,0.105648918573127
"Gm648","ENSMUSG00000064016","MGP_CASTEiJ_G0034702","X","X",950,1040,0,0,0,0.834734005400868,0,0,0,0,0,0
"Gm6760","ENSMUSG00000079579","MGP_CASTEiJ_G0034728","X","X",604,604,0,0,0,0,0,0,0,0,0,0
"Gm6787","ENSMUSG00000086404","MGP_CASTEiJ_G0015084","X","X",1457,1454,0,0,0,0.181422398794515,0,0,0,0,0,0.203087157779841
"Gm6938","ENSMUSG00000087586","MGP_CASTEiJ_G0007353","X","X",777,771,0,0,0,0,0,0,0,0,0,0
"Gm7073","ENSMUSG00000079583","MGP_CASTEiJ_G0034722","X","X",1301,1497,0,0,0,0,0,0,0,0,0,0
"Gm7598","ENSMUSG00000087390","MGP_CASTEiJ_G0007356","X","X",2998,3123,0.0949540165680711,0.258453775082709,0.400643449405484,0,0.326999366504127,0,0,0,0.101144421445427,0
"Gm773","ENSMUSG00000073177","MGP_CASTEiJ_G0034698","X","X",984,951,0,0,0,0,0,0.361579437747974,0,0.345810061448726,0,0
"Gm8817","ENSMUSG00000086008","MGP_CASTEiJ_G0007399","X","X",836,835,0,0,0,0,0,0,0,0,0,0
"Gm9","ENSMUSG00000073243","MGP_CASTEiJ_G0034614","X","X",817,817,0,0,0,0,0,0,0,0,0,0
"Gnl3l","ENSMUSG00000025266","MGP_CASTEiJ_G0035139","X","X",5404,5570,3.26603863501236,3.53679292558903,3.70444442794732,2.15222559991095,2.31298802459974,1.11122384477016,1.52942285527073,0.885633846780264,1.75800626093287,1.37836748881672
"Gpc3","ENSMUSG00000055653","MGP_CASTEiJ_G0034680","X","X",2693,2690,2.74841280484515,2.39771140517998,3.71682467297204,1.76679681796693,2.18420520039964,0.766978539698863,0,0.122254783805851,0.23485057856808,0.439091044478647
"Gpc4","ENSMUSG00000031119","MGP_CASTEiJ_G0034679","X","X",2645,2651,9.68638667311792,8.78840549373871,10.1418584887564,11.7925245123425,11.8604957372174,3.37246819228834,3.09869460586525,5.95455966994017,1.90644453066205,2.45052885818995
"Gpkow","ENSMUSG00000031148","MGP_CASTEiJ_G0034502","X","X",3258,3737,28.1351840448394,35.6742365422634,29.8623247288916,29.4514039044904,27.8335878827784,4.23271449925684,6.10608583842414,4.13611782621721,3.71914831138855,4.58302012038788
"Gpm6b","ENSMUSG00000031342","MGP_CASTEiJ_G0035221","X","X",5595,5600,3.15454383978674,3.046751955202,3.86422218118275,3.92128545283637,3.63577124060268,0.982462986566636,1.30391101589663,0.998341297043134,1.41015191149138,1.52917376695442
"Gpr101","ENSMUSG00000036357","MGP_CASTEiJ_G0034715","X","X",5412,5410,0,0,0,0,0,0,0,0,0,0
"Gpr119","ENSMUSG00000051209","MGP_CASTEiJ_G0034661","X","X",2272,2269,0,0,0,0,0,0,0,0,0,0
"Gpr143","ENSMUSG00000025333","MGP_CASTEiJ_G0035155","X","X",1995,1995,0,0,0,0,0,0,0,0,0,0
"Gpr165","ENSMUSG00000031210","MGP_CASTEiJ_G0034891","X","X",4570,4545,0,0,0,0,0,0,0,0,0,0
"Gpr173","ENSMUSG00000056679","MGP_CASTEiJ_G0035152","X","X",5127,5109,0,0,0,0,0,0,0,0,0,0
"Gpr174","ENSMUSG00000073008","MGP_CASTEiJ_G0034976","X","X",5374,5402,0,0,0,0,0,0,0,0,0,0
"Gpr34","ENSMUSG00000040229","MGP_CASTEiJ_G0034553","X","X",2090,2090,0,0.247159303890897,0,0.252949698606324,0.351798122289249,0,0,0,0,0.14128647244588
"Gpr50","ENSMUSG00000056380","MGP_CASTEiJ_G0034750","X","X",3224,3069,0,0,0,0.491933812115896,0.0760192385840084,0,0,0,0.205848177369872,0
"Gpr82","ENSMUSG00000047678","MGP_CASTEiJ_G0034554","X","X",2518,2497,0,0,0,0,0,0,0,0,0,0
"Gprasp1","ENSMUSG00000043384","MGP_CASTEiJ_G0035054","X","X",8057,8119,11.8363122079944,13.2073931608771,13.9637278652209,10.4984956204486,9.85576171814935,3.1341041202212,2.62313256061646,2.3088220225337,1.32278814606704,1.96398463853209
"Gprasp2","ENSMUSG00000072966","MGP_CASTEiJ_G0035056","X","X",3799,4540,1.72346913883516,1.97161429439685,1.68623892086358,0.904533207572232,0.903186194453227,0.227221615835896,0.201043548706529,0.144874611646581,0.139151554261704,0
"Gria3","ENSMUSG00000001986","MGP_CASTEiJ_G0034636","X","X",9784,9859,0,0,0,0,0,0,0.0308597123145566,0,0,0
"Gripap1","ENSMUSG00000031153","MGP_CASTEiJ_G0034507","X","X",5508,5502,10.1299454915634,11.3009867262896,12.5026748091645,10.3179872066768,10.6791296381195,0.687474100014822,0.608270618102754,0.717263617094304,0.861161472666488,1.23439489830488
"Grpr","ENSMUSG00000031364","MGP_CASTEiJ_G0035203","X","X",2512,2523,0,0,0,0,0,0,0,0,0,0
"Gspt2","ENSMUSG00000071723","MGP_CASTEiJ_G0034877","X","X",3781,3781,1.12935258531239,0.956345045205985,1.1648082230886,0.559285765762727,0.777845094508892,0.181889471197208,0.321868186944422,0,0,0.234294150287137
"Gucy2f","ENSMUSG00000042282","MGP_CASTEiJ_G0035114","X","X",8125,8122,0,0,0,0,0,0,0,0,0,0
"Haus7","ENSMUSG00000031371","MGP_CASTEiJ_G0034772","X","X",1439,1438,6.92392283425135,5.0256297650088,11.1292940590006,6.98028667940035,6.98299307365434,1.43475123212096,1.48103012932163,1.82957089534208,1.09831025095295,2.05346820175166
"Hccs","ENSMUSG00000031352","MGP_CASTEiJ_G0035235","X","X",5160,5151,8.77187413288783,5.85638222678694,8.76793177835227,7.53040076577721,5.65217771282682,0.667563667828233,0.649719460454543,0.638449560158684,0.735874264820194,0.630591341784271
"Hcfc1","ENSMUSG00000031386","MGP_CASTEiJ_G0034790","X","X",8360,8360,17.2301559432494,17.5174156632673,16.2353569292934,17.1057233682526,16.6517777883578,5.51166436243722,6.15042556541354,6.05804626069518,5.44089235132366,5.36888595294343
"Hdac6","ENSMUSG00000031161","MGP_CASTEiJ_G0034518","X","X",5815,5817,8.37127020219331,10.3490254699699,12.255716418145,16.1826907782501,18.3340362785481,1.00492603920775,0.523028887242933,0.226140875666314,0.97743381590738,1.01526122541478
"Hdac8","ENSMUSG00000067567","MGP_CASTEiJ_G0034937","X","X",4839,4839,0.117657425778498,0.0533749684988609,0.330957928309605,0.273127128584013,0.202592291956887,0,0,0.067961431791225,0.0652767158863542,0.183068026913756
"Hdx","ENSMUSG00000034551","MGP_CASTEiJ_G0034991","X","X",7414,9534,0,0,0,0,0,0,0,0,0,0
"Heph","ENSMUSG00000031209","MGP_CASTEiJ_G0034890","X","X",7657,7662,0.0371780255545353,0.0674628372903193,0.470600389702615,0.241651697179739,0.128032401825699,0.0448788887103006,0,0,0,0
"Hmgb3","ENSMUSG00000015217","MGP_CASTEiJ_G0034749","X","X",896,2234,78.4754676258436,71.7768824430032,90.7102676515925,92.3393439382248,85.6159887120379,0.461766399236782,0.408566567201272,0.147209206999883,0.424181774629456,0.132179376639162
"Hmgn5","ENSMUSG00000031245","MGP_CASTEiJ_G0034984","X","X",1934,1934,15.1609258490801,17.4947636536424,13.0422493731491,12.3008889110262,13.3061182241254,1.95578205702252,2.20240054391365,3.23083867648244,0.816633992177011,2.90097508832776
"Hprt","ENSMUSG00000025630","MGP_CASTEiJ_G0034683","X","X",1289,1289,57.6411396246323,62.9172865676649,58.7052993506681,59.4696711890197,50.1960517078655,4.80179737422018,6.60891024348952,6.37830427536343,5.39117813795927,4.58167148815964
"Hs6st2","ENSMUSG00000062184","MGP_CASTEiJ_G0034676","X","X",7825,7807,0,0,0,0,0,0,0,0,0,0
"Hsd17b10","ENSMUSG00000025260","MGP_CASTEiJ_G0035146","X","X",1298,1298,62.9436861784276,78.3997690223413,66.3181171503062,72.9052478779751,76.0937350951633,9.00717221890832,13.1261715005516,11.4013417409077,9.00411328385247,13.1947197148609
"Hsf3","ENSMUSG00000045802","MGP_CASTEiJ_G0034889","X","X",3570,3659,0,0,0.112150239151974,0,0,0,0,0,0,0
"Htatsf1","ENSMUSG00000067873","MGP_CASTEiJ_G0034709","X","X",4889,4879,7.68597314391125,9.6148962992452,10.5642359657718,12.4894237052717,13.4849950454925,1.62099344985887,2.49433001606243,2.29174472778912,2.07172963754257,3.02611936269613
"Htr2c","ENSMUSG00000041380","MGP_CASTEiJ_G0035130","X","X",9396,9328,0,0,0,0,0,0,0,0,0,0
"Huwe1","ENSMUSG00000025261","MGP_CASTEiJ_G0035145","X","X",23500,23507,10.8659962161258,11.4633011015457,13.4083485284678,13.374096394334,13.6518130629809,1.11173333231261,1.34604900607301,1.66482234415667,1.26311986422608,1.58277873203293
"Idh3g","ENSMUSG00000002010","MGP_CASTEiJ_G0034782","X","X",2713,2701,47.1130820531931,47.9815194151338,43.8303638298732,49.7876425754825,51.5827940974036,1.1457824537893,0.788493641601074,2.19162407696382,1.40336480491996,1.96786267805035
"Ids","ENSMUSG00000035847","MGP_CASTEiJ_G0034741","X","X",5017,5101,48.9679207219731,56.2690152510714,49.0794214809878,35.1424624624451,31.6066689856615,4.78616059913368,6.79945756182129,4.83530731872778,3.09619710031433,3.1259735895397
"Igbp1","ENSMUSG00000031221","MGP_CASTEiJ_G0034905","X","X",5720,5717,3.63305355629171,4.7411808775225,4.40973956078154,3.69695713347705,3.59916540495923,1.38338762320473,1.70296815089992,1.15048231043463,1.10503420736074,1.0330198615074
"Igsf1","ENSMUSG00000031111","MGP_CASTEiJ_G0034668","X","X",5549,5768,0.102603042591846,0.279273533140373,0.0721528840822754,0.523996537300359,0.176670409223171,0,0,0,0,0
"Ikbkg","ENSMUSG00000004221","MGP_CASTEiJ_G0034809","X","X",7899,8110,6.19870975660529,6.80118322493042,6.99480147114969,5.32078201948775,6.05035762919287,2.37438650267646,2.17586466277859,2.59523841923739,1.32425609838697,2.1846268365861
"Il13ra1","ENSMUSG00000017057","MGP_CASTEiJ_G0034595","X","X",3712,3712,0.69020724004302,0.556641104668076,1.72576014557132,1.13936394415348,1.18845594113879,0,0.0819627973354563,0,0,0.0795497649277718
"Il13ra2","ENSMUSG00000031289","MGP_CASTEiJ_G0035131","X","X",1793,2281,0,0,0,0.147424670966876,0,0,0,0,0,0
"Il1rapl1","ENSMUSG00000052372","MGP_CASTEiJ_G0034858","X","X",9169,9342,0,0,0,0,0,0,0,0,0,0
"Il1rapl2","ENSMUSG00000059203","MGP_CASTEiJ_G0035083","X","X",4672,4692,0,0,0,0,0,0,0,0,0,0
"Il2rg","ENSMUSG00000031304","MGP_CASTEiJ_G0034920","X","X",2387,2387,0.238518761349876,0.541016909438601,0.167732029230225,0.332215041948398,0,0,0,0,0,0
"Iqsec2","ENSMUSG00000041115","MGP_CASTEiJ_G0035149","X","X",6980,6980,2.48782244153807,3.07125533280473,3.15482800250573,2.76450827481138,2.77389627369522,0.541902936716555,1.00252948213638,0.565384587572043,0.72406654022709,0.549964678560824
"Irak1","ENSMUSG00000031392","MGP_CASTEiJ_G0034791","X","X",4714,4716,9.42063090807976,12.1634465230482,14.1838886465879,14.0184787358723,14.1935691298668,1.89576191216208,1.35478455850159,1.9525509576456,2.14333522085882,2.62979782682343
"Irs4","ENSMUSG00000054667","MGP_CASTEiJ_G0035112","X","X",6300,6294,0,0,0.0635518021861184,0,0.0389025436817211,0,0,0,0,0
"Itgb1bp2","ENSMUSG00000031312","MGP_CASTEiJ_G0034926","X","X",1799,1799,0,0.861416806779283,0.222554949289909,0,0.40870376630602,0,0,0.365609081086979,0,0
"Itm2a","ENSMUSG00000031239","MGP_CASTEiJ_G0034977","X","X",1738,1744,3.60344483127945,4.45825326638644,3.45549212116697,3.80225021639253,3.80743537414314,0.19716860395546,0.348905852877539,0.377139183988232,0,0
