"gene_id","gene_name","chromosome","locus","rpkm"
,"Cript",17,"chr17:87424900-87435148",29.2203
,"Socs5",17,"chr17:87507018-87536925",10.9805
,"C330024C12Rik",17,"chr17:87591555-87594282",0
,"Mcfd2",17,"chr17:87653782-87665287",32.43856
,"4833418N02Rik",17,"chr17:87674225-87682154",1.0201
,"Ttc7",17,"chr17:87682225-87781110",19.0651
,"1700011E24Rik",17,"chr17:87788910-87827081",0.191024
,"Calm2",17,"chr17:87832740-87846275",121.804
,"Epcam",17,"chr17:88035318-88050467",2.59988
,"Msh2",17,"chr17:88071896-88123053",19.7047
,"Kcnk12",17,"chr17:88145160-88197334",0.149528
,"Msh6",17,"chr17:88374389-88390232",13.0022
,"Fbxo11",17,"chr17:88390198-88464625",26.1921
,"Gm4832",17,"chr17:88524851-88530456",5.12155
,"Foxn2",17,"chr17:88840051-88889873",9.6711
,"Klraq1",17,"chr17:88929463-88987707",25.0246
,"Ston1",17,"chr17:89025894-89045064",3.08809
,"Gtf2a1l",17,"chr17:89067999-89114490",0.043455
,"Lhcgr",17,"chr17:89140888-89191316",0.085107
,"Fshr",17,"chr17:89384291-89600015",0.014265
,"4933400B14Rik",17,"chr17:89719566-89726673",0
,"Gm4719",17,"chr17:89778580-89784333",0
,"Nrxn1",17,"chr17:90432983-91492142",0.187066
,"4930480K15Rik",17,"chr17:91260508-91266442",0.007708
,"Adcyap1",17,"chr17:93598761-93604829",0
,"Mettl4",17,"chr17:95126419-95149232",7.6249
,"2700099C18Rik",17,"chr17:95149439-95174469",2.86282
,"Gm1976",17,"chr17:95159281-95234139",1.760318
,"2610044O15Rik",17,"chr17:95214078-95233760",11.3391
,"Vmn1r238",18,"chr18:3122491-3123412",0
,"Crem",18,"chr18:3266351-3337587",9.794418
,"Gm6225",18,"chr18:3336413-3366861",0.431591
,"Cul2",18,"chr18:3383222-3436698",11.3478
,"Bambi",18,"chr18:3507954-3516402",3.72168
,"Lyzl1",18,"chr18:4165829-4182234",0
,"Map3k8",18,"chr18:4331324-4352951",12.3464
,"4833419F23Rik",18,"chr18:4353544-4368943",1.79183
,"Mtpap",18,"chr18:4375589-4397328",13.4366
,"9430020K01Rik",18,"chr18:4634926-4682867",3.47892
,"Gm10556",18,"chr18:4812483-4850957",0
,"Svil",18,"chr18:5046586-5119291",4.39372
,"Zfp438",18,"chr18:5210028-5334437",3.92566
,"Gm10125",18,"chr18:5491498-5592435",0.200232
,"Zeb1",18,"chr18:5591857-5775466",12.3464
,"Arhgap12",18,"chr18:6024447-6136096",13.98492
,"Kif5b",18,"chr18:6201002-6241522",22.0669
,"Epc1",18,"chr18:6435948-6516085",24.87823
,"Mir1893",18,"chr18:6490561-6490644",84.709
,"4921524L21Rik",18,"chr18:6603630-6638964",0
,"Rab18",18,"chr18:6765202-6790229",36.7905
,"Mkx",18,"chr18:6934963-7004777",0.010264
,"Armc4",18,"chr18:7088230-7297899",0.004699
,"Mpp7",18,"chr18:7347959-7626861",2.01198
,"Wac",18,"chr18:7868855-7929025",12.81528
,"Fzd8",18,"chr18:9212853-9216199",2.00211
,"Gjd4",18,"chr18:9278604-9282807",0.006259
,"Ccny",18,"chr18:9314041-9450148",25.608
,"Cetn1",18,"chr18:9618416-9619467",0.761738
,"Colec12",18,"chr18:9707645-9877993",16.5791
,"Thoc1",18,"chr18:9958177-9995482",19.0565
,"Usp14",18,"chr18:9993612-10030147",15.78169
,"Rock1",18,"chr18:10064398-10181790",25.7331
,"Greb1l",18,"chr18:10325176-10562939",0.410036
,"Esco1",18,"chr18:10566509-10610350",18.7987
,"Snrpd1",18,"chr18:10617793-10628228",57.4102
,"Abhd3",18,"chr18:10644408-10706694",0.246649
,"4930563E18Rik",18,"chr18:10706857-10711830",0
,"Mib1",18,"chr18:10725622-10812215",5.56712
,"Mir133a-1",18,"chr18:10782906-10782974",0
,"Mir1b",18,"chr18:10785443-10785565",0
,"Mir1a-2",18,"chr18:10785478-10785550",0
,"Gata6",18,"chr18:11052507-11085633",1.31168
,"Rbbp8",18,"chr18:11791784-11901716",10.853854
,"Gm6277",18,"chr18:11979596-11997886",0.180273
,"Mir1901",18,"chr18:11998869-11998947",21.301
,"Cables1",18,"chr18:11997782-12104136",1.273893
,"6030446N20Rik",18,"chr18:12140447-12279962",3.33818
,"Riok3",18,"chr18:12287358-12315876",29.3429
,"3110002H16Rik",18,"chr18:12327238-12348478",22.51
,"Npc1",18,"chr18:12348202-12394895",7.89556
,"Ankrd29",18,"chr18:12410865-12464229",1.20946
,"Lama3",18,"chr18:12492532-12741521",0.441617
,"Ttc39c",18,"chr18:12802041-12895561",1.6146
,"Mir1948",18,"chr18:12873319-12873404",0
,"Cabyr",18,"chr18:12899863-12913651",0.559331
,"Osbpl1a",18,"chr18:12913820-13100350",3.141409
,"Impact",18,"chr18:13130760-13151457",15.2901
,"Hrh4",18,"chr18:13165498-13181391",0.161437
,"Zfp521",18,"chr18:13845522-14131242",1.34514
,"8430422H06Rik",18,"chr18:14390814-14437051",0
,"Ss18",18,"chr18:14784137-14841423",16.660857
,"Psma8",18,"chr18:14864659-14920808",1.48669
,"Taf4b",18,"chr18:14941753-15058868",3.84809
,"Kctd1",18,"chr18:15127193-15309955",2.52581
,"4933424G05Rik",18,"chr18:15147503-15206496",0.089786
,"Aqp4",18,"chr18:15547902-15562193",0.141909
,"Chst9",18,"chr18:15610683-15876555",0
,"Cdh2",18,"chr18:16747385-16967558",0.277038
,"D830029L11",18,"chr18:16974915-16981292",0.005546
,"4921533I20Rik",18,"chr18:17392991-17393991",2.64363
,"4930545E07Rik",18,"chr18:17727254-17739499",0
,"Dsc3",18,"chr18:20119430-20160598",3.95662
,"Dsc2",18,"chr18:20189298-20218006",2.9143
,"Dsc1",18,"chr18:20243203-20273274",0
,"Dsg1c",18,"chr18:20405840-20442424",0.01108
,"Dsg1a",18,"chr18:20469373-20501854",0.178712
,"Dsg1b",18,"chr18:20535335-20568242",0.062484
,"Dsg4",18,"chr18:20594675-20630322",0.004698
,"Dsg3",18,"chr18:20668804-20699811",0.0394
,"Dsg2",18,"chr18:20716616-20763027",0.303493
,"Ttr",18,"chr18:20823750-20832827",0.090655
,"B4galt6",18,"chr18:20843099-20904905",2.24
,"Trappc8",18,"chr18:20975724-21054579",19.037193
,"Rnf125",18,"chr18:21103125-21142349",1.53681
,"Rnf138",18,"chr18:21159841-21186724",11.532281
,"Mep1b",18,"chr18:21230844-21258700",0.007386
,"Fam59a",18,"chr18:21285842-21458640",0.120938
,"Klhl14",18,"chr18:21708877-21810869",5.44047
,"4921528I01Rik",18,"chr18:21969397-22329897",0.176843
,"Asxl3",18,"chr18:22503589-22688728",0.052209
,"Nol4",18,"chr18:22851655-23200154",0
,"Dtna",18,"chr18:23573915-23818215",0.671438
,"Mapre2",18,"chr18:23910833-24052362",14.438592
,"Zfp397",18,"chr18:24113188-24123171",21.7207
,"Zfp35",18,"chr18:24148134-24163872",17.5326
,"Zfp191",18,"chr18:24170767-24179272",19.7036
,"Ino80c",18,"chr18:24263261-24280320",24.4069
,"Galnt1",18,"chr18:24363844-24445317",38.984181
,"Mir187",18,"chr18:24587610-24587671",0
,"2700062C07Rik",18,"chr18:24629371-24636268",10.1109
,"Rprd1a",18,"chr18:24643462-24688705",5.50569
,"Slc39a6",18,"chr18:24738381-24762318",8.79063
,"Elp2",18,"chr18:24762461-24797331",31.466
,"Mocos",18,"chr18:24812191-24860057",1.8019
,"Fhod3",18,"chr18:24867945-25292002",0.925064
,"5730494M16Rik",18,"chr18:25285723-25327378",3.783787
,"AW554918",18,"chr18:25327520-25625822",3.39225
,"Celf4",18,"chr18:25636120-25912484",0.958442
,"4930474G06Rik",18,"chr18:28718664-29156677",0
,"4930578E11Rik",18,"chr18:29556369-29656070",0
,"4930527G23Rik",18,"chr18:29601853-29625761",0
,"Pik3c3",18,"chr18:30432549-30507774",15.4648
,"Rit2",18,"chr18:31133967-31476782",0.009621
,"Syt4",18,"chr18:31597461-31607069",0.045766
,"Slc25a46",18,"chr18:31739821-31769556",18.7229
,"Sap130",18,"chr18:31794036-31882715",8.77052
,"Ammecr1l",18,"chr18:31919477-31943737",16.84192
,"Polr2d",18,"chr18:31948812-31956355",39.1737
,"Wdr33",18,"chr18:31963710-32068641",22.480919
,"Sft2d3",18,"chr18:32068747-32071557",6.21418
,"Lims2",18,"chr18:32091160-32118273",4.15468
,"Gpr17",18,"chr18:32102652-32109290",0.153956
,"Myo7b",18,"chr18:32118887-32196585",0.004817
,"Iws1",18,"chr18:32227387-32263985",8.99847
,"Proc",18,"chr18:32282779-32299224",0.01126
,"Map3k2",18,"chr18:32322742-32396405",9.47217
,"Ercc3",18,"chr18:32399984-32429801",15.0672
,"A830052D11Rik",18,"chr18:32518710-32537938",0.016592
,"Bin1",18,"chr18:32536870-32595394",54.43023
,"Gypc",18,"chr18:32687973-32719688",14.8944
,"4930455D15Rik",18,"chr18:32823295-32996941",0.021773
,"Wdr36",18,"chr18:32996878-33026074",20.655204
,"Tslp",18,"chr18:32975036-32979453",2.851911
,"Camk4",18,"chr18:33098694-33355421",2.57294
,"Stard4",18,"chr18:33361074-33373470",6.28788
,"D0H4S114",18,"chr18:33596672-33623683",5.590562
,"Gm10549",18,"chr18:33623816-33634364",0
,"2410004N09Rik",18,"chr18:33954545-33955643",53.0317
,"Epb4.1l4a",18,"chr18:33955980-34166860",0.155964
,"Gm10548",18,"chr18:34367428-34381426",0.615138
,"Apc",18,"chr18:34380637-34481844",8.03773
,"Srp19",18,"chr18:34490798-34496253",68.9148
,"Reep5",18,"chr18:34504539-34533069",45.6469
,"Pkd2l2",18,"chr18:34569076-34602442",4.792373
,"Fam13b",18,"chr18:34602004-34666477",23.9923
,"Wnt8a",18,"chr18:34701981-34707715",0.011689
,"Nme5",18,"chr18:34722294-34738760",0.147385
,"4933408B17Rik",18,"chr18:34739499-34757122",1.01185
,"Brd8",18,"chr18:34758268-34784464",21.5415
,"Cdc23",18,"chr18:34791336-34811390",15.6751
,"Kif20a",18,"chr18:34784277-34792931",9.265822
,"Gfra3",18,"chr18:34849556-34880041",0.077392
,"Cdc25c",18,"chr18:34892650-34911187",3.04488
,"Fam53c",18,"chr18:34918559-34933414",11.363
,"Kdm3b",18,"chr18:34936661-34999024",22.5442
,"Reep2",18,"chr18:35000242-35007117",1.455342
,"Egr1",18,"chr18:35020860-35024610",8.91258
,"Etf1",18,"chr18:35062438-35091657",53.2741
,"Hspa9",18,"chr18:35097068-35114005",56.6146
,"Ctnna1",18,"chr18:35278565-35414429",28.2815
,"Lrrtm2",18,"chr18:35368662-35374678",0.143613
,"Sil1",18,"chr18:35426049-35658579",9.92295
,"Snhg4",18,"chr18:35713063-35717970",16.2568
,"Mir1949",18,"chr18:35714220-35714290",350.284
,"Snora74a",18,"chr18:35716683-35716881",13.1043
,"Matr3",18,"chr18:35721811-35751699",83.399
,"Paip2",18,"chr18:35758320-35776839",174.911
,"Slc23a1",18,"chr18:35774257-35786881",0.964998
,"2010001M09Rik",18,"chr18:35806918-35809021",531.262
,"Spata24",18,"chr18:35816342-35821840",8.36126
,"Dnajc18",18,"chr18:35830758-35862798",5.80235
,"Ecscr",18,"chr18:35872742-35881145",15.3465
,"1700066B19Rik",18,"chr18:35886642-35890523",0.401164
,"Tmem173",18,"chr18:35893331-35900208",56.6415
,"Ube2d2",18,"chr18:35931212-35966826",14.0418
,"Cxxc5",18,"chr18:35989471-36021342",15.533
,"Psd2",18,"chr18:36124488-36174369",0.803902
,"Nrg2",18,"chr18:36177311-36356814",1.13616
,"4930471G03Rik",18,"chr18:36265856-36269608",0.032991
,"Pura",18,"chr18:36440815-36447898",11.6086
,"0610010O12Rik",18,"chr18:36508277-36553024",2.70562
,"Pfdn1",18,"chr18:36563332-36614149",48.7622
,"Hbegf",18,"chr18:36664580-36675459",3.04573
,"Slc4a9",18,"chr18:36687805-36704262",0.022444
,"Ankhd1",18,"chr18:36720256-36818562",18.2731
,"Eif4ebp3",18,"chr18:36823713-36825978",26.9324
,"Sra1",18,"chr18:36826840-36829965",58.96354
,"Apbb3",18,"chr18:36830812-36839020",31.6861
,"Slc35a4",18,"chr18:36838868-36843516",13.4162
,"E230025N22Rik",18,"chr18:36844576-36855579",0.093339
,"Cd14",18,"chr18:36884720-36886308",8.52336
,"Tmco6",18,"chr18:36894723-36902045",10.736
,"Ndufa2",18,"chr18:36902019-36904202",334.507
,"Ik",18,"chr18:36904309-36917293",91.1448
,"Wdr55",18,"chr18:36919892-36923362",26.5006
,"Dnd1",18,"chr18:36923324-36925868",1.91976
,"Hars",18,"chr18:36926181-36942859",33.4551
,"Hars2",18,"chr18:36942933-36952214",14.0614
,"Zmat2",18,"chr18:36953576-36959314",53.141
,"Vaultrc5",18,"chr18:36961416-36961761",1.18071
,"Pcdha1",18,"chr18:37089938-37347311",0
,"Pcdha2",18,"chr18:37098858-37347314",0
,"Pcdha3",18,"chr18:37105860-37347311",0
,"Pcdha4",18,"chr18:37112342-37347311",0.070114
,"Pcdha4-g",18,"chr18:37112394-37999854",0
,"Pcdha5",18,"chr18:37120093-37347311",0.100975
,"Pcdha6",18,"chr18:37127409-37347311",0
,"Pcdha7",18,"chr18:37133577-37347311",0
,"Pcdha8",18,"chr18:37152120-37347311",0
,"Pcdha9",18,"chr18:37157533-37347311",0
,"Pcdha10",18,"chr18:37164973-37347311",0
,"Pcdha11",18,"chr18:37170511-37347311",0
,"Pcdha12",18,"chr18:37179883-37347311",0.018999
,"Pcdhac1",18,"chr18:37249789-37347311",0
,"Pcdhac2",18,"chr18:37303622-37347311",0.912744
,"Pcdhga1",18,"chr18:37821598-38001524",0.337806
,"Pcdhga2",18,"chr18:37828758-38001524",0.053338
,"Pcdhga3",18,"chr18:37833988-38001526",0.089927
,"Pcdhgb1",18,"chr18:37840111-38001524",0.06366
,"Pcdhga4",18,"chr18:37845053-38001524",0.187006
,"Pcdhgb2",18,"chr18:37849512-38001526",0.32123
,"Pcdhga5",18,"chr18:37854154-38001524",0.275102
,"Pcdhga6",18,"chr18:37866882-38001524",0.115365
,"Pcdhga7",18,"chr18:37874487-38001526",0.108114
,"Pcdhgb4",18,"chr18:37880207-38001524",0.174649
,"Pcdhga8",18,"chr18:37885359-38001526",0.104176
,"Pcdhgb5",18,"chr18:37890807-38001524",0.161411
,"Pcdhga9",18,"chr18:37896589-38001517",0.080123
,"Pcdhgb6",18,"chr18:37901747-38001526",0.123151
,"Pcdhga10",18,"chr18:37906841-38001524",0.240436
,"Pcdhgb7",18,"chr18:37911432-38001524",0.240854
,"Pcdhga11",18,"chr18:37915426-38001526",0.121212
,"Pcdhgb8",18,"chr18:37921454-38001526",0.187208
,"Pcdhga12",18,"chr18:37925233-38001526",0.149136
,"Pcdhgc3",18,"chr18:37966063-38001526",1.47545
,"Pcdhgc4",18,"chr18:37974732-38001526",0.194606
,"Pcdhgc5",18,"chr18:37979199-38001526",0.081063
,"Pcdhb1",18,"chr18:37424651-37427108",0
,"Pcdhb2",18,"chr18:37454493-37457268",0.017945
,"Pcdhb3",18,"chr18:37460452-37464239",0.124493
,"Pcdhb4",18,"chr18:37467108-37470827",0.131277
,"Pcdhb5",18,"chr18:37480034-37483567",0.101646
,"Pcdhb6",18,"chr18:37493681-37496000",0.087246
,"Pcdhb7",18,"chr18:37501355-37504861",0.358669
,"Pcdhb8",18,"chr18:37514924-37517264",0.165579
,"Pcdhb9",18,"chr18:37560508-37563563",0.426167
,"Pcdhb10",18,"chr18:37571327-37574168",0.134138
,"Pcdhb11",18,"chr18:37581071-37584686",0.193898
,"Pcdhb12",18,"chr18:37595274-37598308",0.168471
,"Pcdhb13",18,"chr18:37602170-37605863",0.070536
,"Pcdhb14",18,"chr18:37607310-37610748",0.247309
,"Pcdhb15",18,"chr18:37633199-37635994",0.231487
,"Pcdhb16",18,"chr18:37637421-37642691",0.258106
,"Pcdhb17",18,"chr18:37644674-37647944",0.551805
,"Pcdhb18",18,"chr18:37649118-37654157",0.1209
,"Pcdhb19",18,"chr18:37656651-37661365",0.122788
,"Pcdhb20",18,"chr18:37663917-37667314",0.327554
,"Pcdhb21",18,"chr18:37673305-37676017",0.061319
,"Pcdhb22",18,"chr18:37678006-37681073",0.257852
,"Slc25a2",18,"chr18:37797031-37798377",0.269148
,"Taf7",18,"chr18:37800144-37803858",8.981
,"Diap1",18,"chr18:38004478-38095065",15.1537
,"Hdac3",18,"chr18:38096624-38114642",27.0882
,"Rell2",18,"chr18:38115212-38118833",1.31794
,"Fchsd1",18,"chr18:38117087-38129385",4.22501
,"Arap3",18,"chr18:38132276-38158623",4.212269
,"Pcdh1",18,"chr18:38356347-38369416",0.636391
,"1700086O06Rik",18,"chr18:38398058-38410219",1.19169
,"0610009O20Rik",18,"chr18:38409902-38422283",17.0119
,"Pcdh12",18,"chr18:38426745-38444055",2.88349
,"Rnf14",18,"chr18:38456288-38477503",35.93468
,"Gnpda1",18,"chr18:38487190-38498647",5.43625
,"Ndfip1",18,"chr18:38578628-38624060",129.105
,"Spry4",18,"chr18:38745918-38760922",1.55017
,"Fgf1",18,"chr18:38998326-39078353",7.5683
,"Gm5820",18,"chr18:39052109-39130928",1.32596
,"Arhgap26",18,"chr18:39152798-39535939",6.5497
,"Nr3c1",18,"chr18:39570198-39646899",29.949
,"Pabpc2",18,"chr18:39933150-39935736",0.142033
,"Yipf5",18,"chr18:40364518-40379053",12.9313
,"2900055J20Rik",18,"chr18:40416615-40417341",0
,"Kctd16",18,"chr18:40418014-40690838",0
,"Prelid2",18,"chr18:42035349-42110848",5.72508
,"Grxcr2",18,"chr18:42145854-42158703",0.016772
,"Sh3rf2",18,"chr18:42213363-42318349",0.233315
,"Plac8l1",18,"chr18:42338328-42356363",0.054914
,"Lars",18,"chr18:42362002-42421725",29.9343
,"Gm4013",18,"chr18:42434033-42434851",12.9767
,"Rbm27",18,"chr18:42435006-42501194",12.5025
,"Pou4f3",18,"chr18:42554250-42555747",0
,"Tcerg1",18,"chr18:42671140-42735439",18.0527
,"Gpr151",18,"chr18:42737673-42739306",0.193631
,"Ppp2r2b",18,"chr18:42804922-43219125",0.549732
,"Stk32a",18,"chr18:43367350-43477135",0.06911
,"Dpysl3",18,"chr18:43483880-43552985",1.727639
,"Jakmip2",18,"chr18:43691061-43847427",0
,"Spink3",18,"chr18:43887722-43896891",0.070125
,"Scgb3a2",18,"chr18:43923980-43927053",0
,"Gm94",18,"chr18:43936849-43952532",0
,"Spink5",18,"chr18:44122894-44182141",0
,"Spink14",18,"chr18:44187522-44191862",0
,"Spink6",18,"chr18:44231046-44243264",0
,"Spink12",18,"chr18:44264176-44268197",0
,"Gm10267",18,"chr18:44316057-44318957",0
,"Spinkl",18,"chr18:44326011-44334727",0
,"Spink11",18,"chr18:44349698-44355831",0
,"Npy6r",18,"chr18:44429780-44437354",0.039047
,"Myot",18,"chr18:44493727-44515376",0
,"Dcp2",18,"chr18:44540153-44584623",11.9101
,"Mcc",18,"chr18:44584713-44971836",1.454821
,"A930012L18Rik",18,"chr18:44821318-44835925",0.057712
,"Ythdc2",18,"chr18:44988318-45049374",6.68359
,"Kcnn2",18,"chr18:45719807-45845537",0.15025
,"A330093E20Rik",18,"chr18:45843140-46204914",0
,"Trim36",18,"chr18:46324953-46372261",3.036795
,"1700018A14Rik",18,"chr18:46358674-46359385",0.060531
,"Pggt1b",18,"chr18:46399602-46440504",9.06209
,"Ccdc112",18,"chr18:46441804-46471582",1.72326
,"Mospd4",18,"chr18:46624587-46625470",0.452293
,"Fem1c",18,"chr18:46664259-46685625",13.7963
,"Ticam2",18,"chr18:46717884-46734187",5.80531
,"Tmed7",18,"chr18:46745581-46757189",36.5482
,"Eif1a",18,"chr18:46757357-46769879",34.1794
,"Cdo1",18,"chr18:46872858-46887996",11.082
,"Atg12",18,"chr18:46892070-46901233",25.7083
,"Ap3s1",18,"chr18:46901570-46950480",2.65214
,"4833403I15Rik",18,"chr18:47009692-47065100",0.234656
,"Gm949",18,"chr18:47081468-47093876",0.015053
,"Commd10",18,"chr18:47118529-47247648",17.8741
,"Sema6a",18,"chr18:47404907-47528522",1.04861
,"9130209A04Rik",18,"chr18:47612321-47630522",0
,"Gm5095",18,"chr18:47697388-47878290",0
,"G630055G22Rik",18,"chr18:48082494-48267634",0
,"Gm5506",18,"chr18:48204988-48208037",0
,"1700044K03Rik",18,"chr18:49682942-49684094",0
,"Dtwd2",18,"chr18:49855798-49915255",1.877403
,"1700065O20Rik",18,"chr18:49962985-49977610",0
,"Dmxl1",18,"chr18:49992650-50125127",12.5858
,"Tnfaip8",18,"chr18:50139080-50252883",55.9735
,"Hsd17b4",18,"chr18:50287854-50355924",19.6433
,"Fam170a",18,"chr18:50438022-50442673",0
,"Hdhd1a",18,"chr18:50727309-50728353",0
,"Prr16",18,"chr18:51277551-51464295",0.700322
,"Ftmt",18,"chr18:52491189-52492650",0
,"Srfbp1",18,"chr18:52625346-52650392",17.7263
,"Lox",18,"chr18:52676891-52689362",2.28001
,"Zfp474",18,"chr18:52775568-52799484",0.008908
,"1700034E13Rik",18,"chr18:52805873-52823385",0
,"Gykl1",18,"chr18:52853332-52855247",0.044929
,"Sncaip",18,"chr18:52927464-53075585",0.798315
,"Snx2",18,"chr18:53336018-53380514",109.744
,"Snx24",18,"chr18:53405315-53550479",5.35998
,"Ppic",18,"chr18:53565994-53577661",21.6733
,"Prdm6",18,"chr18:53624199-53735511",0.083404
,"Gm19466",18,"chr18:53807804-53865072",0.102416
,"Cep120",18,"chr18:53841376-53904201",15.1596
,"Csnk1g3",18,"chr18:54021766-54115338",20.7054
,"9430076G02Rik",18,"chr18:54581948-54612948",0
,"9330117O12",18,"chr18:54771397-54799524",0
,"Zfp608",18,"chr18:55047698-55149834",6.62168
,"Gramd3",18,"chr18:56591785-56663446",49.1902
,"Aldh7a1",18,"chr18:56685389-56732593",5.09934
,"Phax",18,"chr18:56722222-56747366",22.31523
,"1700065I17Rik",18,"chr18:56748001-56754433",0
,"Lmnb1",18,"chr18:56867466-56913079",24.3038
,"March3",18,"chr18:56921369-57085202",2.17211
,"Gm10536",18,"chr18:57095913-57100172",0.02276
,"C330018D20Rik",18,"chr18:57115484-57135033",9.18895
,"Megf10",18,"chr18:57292743-57457121",0.968105
,"Prrc1",18,"chr18:57514386-57552373",7.4387
,"Ctxn3",18,"chr18:57628139-57637788",0.121216
,"1700066O22Rik",18,"chr18:57664075-57693406",0
,"1700011I03Rik",18,"chr18:57693479-57890719",0.161037
,"4930511M06Rik",18,"chr18:57705014-57712051",0.006285
,"2210409D07Rik",18,"chr18:57791732-57798239",0.30122
,"Slc12a2",18,"chr18:58038331-58106475",7.62136
,"Fbn2",18,"chr18:58168276-58369580",0.086838
,"Slc27a6",18,"chr18:58715893-58772523",0.719454
,"Isoc1",18,"chr18:58819135-58839224",18.0053
,"Adamts19",18,"chr18:58996417-59213332",0.110319
,"A730017C20Rik",18,"chr18:59222034-59236614",0.047864
,"Chsy3",18,"chr18:59334993-59570990",0.970231
,"Gm4951",18,"chr18:60371730-60407474",4.02711
,"Gm4841",18,"chr18:60427954-60432921",0.321129
,"F830016B08Rik",18,"chr18:60453033-60462670",0.542018
,"Iigp1",18,"chr18:60535682-60552283",21.18864
,"2010002N04Rik",18,"chr18:60633844-60661637",8.30019
,"Dctn4",18,"chr18:60685874-60718416",23.7905
,"Rbm22",18,"chr18:60720439-60732383",23.3384
,"Myoz3",18,"chr18:60733370-60751370",0.004817
,"Synpo",18,"chr18:60753643-60783959",4.161303
,"G630071F17",18,"chr18:60823063-60831278",0
,"Ndst1",18,"chr18:60845629-60873043",11.0633
,"Rps14",18,"chr18:60934249-60938200",555.623
,"Cd74",18,"chr18:60963502-60972306",2281.464
,"Mir5107",18,"chr18:60971729-60971817",6880.93
,"Tcof1",18,"chr18:60973409-61008618",13.46916
,"Arsi",18,"chr18:61071893-61077422",0.496232
,"Camk2a",18,"chr18:61085285-61147806",1.366648
,"Slc6a7",18,"chr18:61155033-61173853",0.073497
,"Cdx1",18,"chr18:61178515-61195853",0.029832
,"Pdgfrb",18,"chr18:61204803-61244721",7.61456
,"Csf1r",18,"chr18:61265225-61290793",54.4826
,"Hmgxb3",18,"chr18:61290930-61336704",6.68222
,"Slc26a2",18,"chr18:61356507-61371250",4.74182
,"Pde6a",18,"chr18:61380152-61449372",0.042364
,"Ppargc1b",18,"chr18:61457789-61560085",1.56841
,"A530050N04Rik",18,"chr18:61629878-61644261",0.009585
,"Arhgef37",18,"chr18:61653447-61696190",0.258875
,"Csnk1a1",18,"chr18:61715235-61747953",80.5656
,"LOC545261",18,"chr18:61799306-61807157",10.9378
,"E330013P06",18,"chr18:61805531-61825192",9.70364
,"Mir145",18,"chr18:61807478-61807548",116.761
,"Mir143",18,"chr18:61808849-61808912",0
,"Il17b",18,"chr18:61847588-61852191",0
,"Pcyox1l",18,"chr18:61856490-61867289",2.63748
,"Grpel2",18,"chr18:61872077-61885985",9.80877
,"1500015A07Rik",18,"chr18:61886043-61887907",3.90841
,"Afap1l1",18,"chr18:61889915-61946316",1.52412
,"Ablim3",18,"chr18:61959046-62071506",0.448672
,"Sh3tc2",18,"chr18:62112728-62175373",1.12459
,"Adrb2",18,"chr18:62337469-62339613",23.0405
,"Htr4",18,"chr18:62483857-62627456",0
,"Fbxo38",18,"chr18:62663712-62708397",20.2346
,"Spink10",18,"chr18:62708564-62821042",1.00667
,"Spink7",18,"chr18:62752066-62755918",0
,"Spink13",18,"chr18:62767193-62901041",0.025974
,"2700046A07Rik",18,"chr18:62911327-62916001",0
,"Apcdd1",18,"chr18:63081980-63112849",1.9972
,"Napg",18,"chr18:63137569-63159104",15.3386
,"Fam38b",18,"chr18:63169866-63546837",0.298347
,"Txnl1",18,"chr18:63822454-63852013",26.1573
,"Wdr7",18,"chr18:63868348-64149413",3.55416
,"1700091E21Rik",18,"chr18:64317377-64436834",0
,"St8sia3",18,"chr18:64414012-64435798",0.002532
,"Onecut2",18,"chr18:64500017-64558142",0.007
,"Fech",18,"chr18:64616203-64648720",8.29128
,"Nars",18,"chr18:64659300-64676211",44.039202
,"Atp8b1",18,"chr18:64688632-64820654",1.16194
,"Nedd4l",18,"chr18:65047409-65377480",2.417666
,"Mir122a",18,"chr18:65408514-65408580",0
,"Alpk2",18,"chr18:65425185-65553542",0.591957
,"Malt1",18,"chr18:65590650-65638446",39.4851
,"Zfp532",18,"chr18:65739883-65849090",1.82263
,"5330437I02Rik",18,"chr18:65857921-65911191",0.042896
,"Sec11c",18,"chr18:65960231-65977311",234.492
,"Grp",18,"chr18:66033147-66046233",0.093198
,"Rax",18,"chr18:66094292-66098743",0.010493
,"Cplx4",18,"chr18:66115375-66129832",0
,"Lman1",18,"chr18:66140392-66162289",23.78736
,"Ccbe1",18,"chr18:66216509-66451492",3.05003
,"Mir694",18,"chr18:66378917-66378987",0
,"Pmaip1",18,"chr18:66618257-66625212",14.324
,"Gm9926",18,"chr18:66663831-66671391",0.003281
,"Mc4r",18,"chr18:67017361-67020126",0.030025
,"Gm19784",18,"chr18:67084415-67109615",0
,"Gnal",18,"chr18:67247989-67386445",5.26381
,"Mppe1",18,"chr18:67385183-67405484",20.2526
,"Chmp1b",18,"chr18:67365012-67367541",36.1533
,"Impa2",18,"chr18:67448876-67478495",5.35704
,"B430212C06Rik",18,"chr18:67480862-67503757",0.254294
,"Cidea",18,"chr18:67503217-67527448",0.368113
,"Tubb6",18,"chr18:67550384-67562403",13.3268
,"Afg3l2",18,"chr18:67564417-67608790",17.9718
,"Slmo1",18,"chr18:67624502-67640235",0.250658
,"Spire1",18,"chr18:67647862-67712375",2.567831
,"Cep76",18,"chr18:67777050-67800990",3.45527
,"Psmg2",18,"chr18:67801252-67813816",39.9051
