"gene_id","gene_name","chromosome","count","locus"
,"Il1b",2,59,"chr2:129190315-129196856"
,"Gm14047",2,16,"chr2:129195637-129201469"
,"F830045P16Rik",2,1,"chr2:129284094-129362338"
,"Sirpa",2,737,"chr2:129418574-129457964"
,"Pdyn",2,0,"chr2:129513736-129515604"
,"4932416H05Rik",2,7.00003,"chr2:129624104-129627195"
,"Stk35",2,87,"chr2:129626252-129658021"
,"Tgm3",2,8,"chr2:129838109-129876135"
,"AU015228",2,0,"chr2:129926129-129929111"
,"Tgm6",2,0,"chr2:129949020-129979961"
,"Snrpb",2,222,"chr2:129997371-130005100"
,"Tmc2",2,0,"chr2:130020929-130090181"
,"Nop56",2,287,"chr2:130100147-130105049"
,"Idh3b",2,393,"chr2:130105044-130110187"
,"Snord110",2,0,"chr2:130101250-130101309"
,"Snord57",2,0,"chr2:130103761-130103824"
,"Ebf4",2,3,"chr2:130121674-130196217"
,"Cpxm1",2,6,"chr2:130216510-130223365"
,"1700020A23Rik",2,0,"chr2:130230994-130231810"
,"4933425O20Rik",2,0,"chr2:130232257-130233530"
,"Fam113a",2,29,"chr2:130243419-130250377"
,"Vps16",2,154,"chr2:130250055-130270005"
,"Ptpra",2,129,"chr2:130276013-130380036"
,"4930473A02Rik",2,0,"chr2:130369526-130389485"
,"Mrps26",2,64,"chr2:130389492-130391130"
,"Oxt",2,0,"chr2:130401908-130402724"
,"Avp",2,0,"chr2:130406412-130408277"
,"Ubox5",2,56.3029,"chr2:130415731-130455774"
,"Fastkd5",2,60.6971,"chr2:130439573-130455763"
,"Prosapip1",2,8,"chr2:130458574-130468539"
,"Ddrgk1",2,8,"chr2:130479818-130490381"
,"Itpa",2,1,"chr2:130493576-130507350"
,"Slc4a11",2,5,"chr2:130509843-130523255"
,"4930402H24Rik",2,55,"chr2:130533588-130665846"
,"Gm14057",2,0,"chr2:130627701-130629837"
,"A730017L22Rik",2,0,"chr2:130698276-130732132"
,"Atrn",2,78,"chr2:130732231-130856062"
,"Gfra4",2,0,"chr2:130865911-130868824"
,"Adam33",2,10,"chr2:130876552-130889550"
,"Siglec1",2,287,"chr2:130894955-130912501"
,"Hspa12b",2,7,"chr2:130953147-130971719"
,"1700037H04Rik",2,69,"chr2:130972060-130985756"
,"Spef1",2,31,"chr2:130995996-131000546"
,"Cenpb",2,85,"chr2:131003024-131005748"
,"Cdc25b",2,630,"chr2:131012683-131024247"
,"2310035K24Rik",2,30,"chr2:131036175-131039250"
,"Mavs",2,103,"chr2:131059798-131073760"
,"Pank2",2,150.049,"chr2:131088235-131124924"
,"Rnf24",2,10.9511,"chr2:131124223-131178628"
,"Mir103-2",2,0,"chr2:131113787-131113873"
,"Smox",2,115,"chr2:131317597-131350919"
,"Adra1d",2,9,"chr2:131371092-131388021"
,"5330413P13Rik",2,0,"chr2:131645741-131673392"
,"Erv3",2,2,"chr2:131679413-131685483"
,"Prnp",2,656,"chr2:131735663-131764167"
,"Prnd",2,8,"chr2:131776596-131781866"
,"Rassf2",2,486,"chr2:131818585-131855724"
,"Slc23a2",2,114,"chr2:131878231-131970844"
,"5730494N06Rik",2,27,"chr2:132065227-132073524"
,"Pcna",2,704,"chr2:132075021-132078916"
,"Cds2",2,465,"chr2:132088992-132137777"
,"Prokr2",2,0,"chr2:132196064-132211183"
,"4921508D12Rik",2,0,"chr2:132250476-132278235"
,"1700026D11Rik",2,0,"chr2:132316463-132349793"
,"Gpcpd1",2,530,"chr2:132354818-132403984"
,"AU019990",2,0,"chr2:132423931-132478800"
,"1110034G24Rik",2,28,"chr2:132516018-132576791"
,"Chgb",2,0,"chr2:132607013-132620808"
,"Trmt6",2,112,"chr2:132629950-132641790"
,"Mcm8",2,59,"chr2:132642070-132669924"
,"Crls1",2,56,"chr2:132672401-132692504"
,"Lrrn4",2,22,"chr2:132694251-132706598"
,"Fermt1",2,0,"chr2:132729914-132771772"
,"Bmp2",2,16,"chr2:133378934-133388621"
,"Hao1",2,0,"chr2:134323096-134380088"
,"Tmx4",2,467,"chr2:134420241-134469857"
,"Plcb1",2,15,"chr2:134611899-135300994"
,"4930545L23Rik",2,0,"chr2:134995308-135041352"
,"9630028H03Rik",2,0,"chr2:135406265-135408956"
,"Plcb4",2,66,"chr2:135567565-135838804"
,"6330527O06Rik",2,0,"chr2:135883662-135895653"
,"Pak7",2,1,"chr2:135906823-136213703"
,"Ankrd5",2,0,"chr2:136358056-136381590"
,"Snap25",2,0,"chr2:136539185-136608164"
,"Mkks",2,126.975,"chr2:136699516-136717142"
,"2210009G21Rik",2,14.0247,"chr2:136716953-136895514"
,"Jag1",2,24,"chr2:136907186-136942256"
,"Btbd3",2,19,"chr2:138082319-138113158"
,"Mir1952",2,0,"chr2:138645664-138645743"
,"Sptlc3",2,0,"chr2:139319655-139463410"
,"Ism1",2,0,"chr2:139503913-139584317"
,"Tasp1",2,18,"chr2:139659215-139892521"
,"Esf1",2,215,"chr2:139945616-139996294"
,"2310003L22Rik",2,26,"chr2:139996381-140030988"
,"Sel1l2",2,0,"chr2:140055593-140215446"
,"Macrod2",2,5.00002,"chr2:140221165-142215786"
,"Flrt3",2,1.99998,"chr2:140483933-140497212"
,"Kif16b",2,52,"chr2:142444080-142727200"
,"Snrpb2",2,94,"chr2:142888804-142897788"
,"Otor",2,2,"chr2:142904227-142907435"
,"C630020P19Rik",2,0,"chr2:143361211-143373573"
,"9430032N09Rik",2,0,"chr2:143573318-143614922"
,"Pcsk2",2,0,"chr2:143371868-143642018"
,"Bfsp1",2,2,"chr2:143652263-143688909"
,"Dstn",2,232,"chr2:143741066-143769060"
,"Rrbp1",2,243,"chr2:143773130-143836999"
,"Banf2",2,0,"chr2:143858837-143899715"
,"Gm5535",2,0,"chr2:143998885-144015026"
,"Snx5",2,571,"chr2:144075858-144096638"
,"Snord17",2,0,"chr2:144091717-144091938"
,"8430406I07Rik",2,46,"chr2:144096770-144106965"
,"Ovol2",2,0,"chr2:144130911-144157816"
,"Gm20571",2,0,"chr2:144194718-144199073"
,"Csrp2bp",2,119,"chr2:144194767-144233411"
,"Zfp133-ps",2,0,"chr2:144285015-144293530"
,"LOC171588",2,0,"chr2:144290911-144292468"
,"6330439K17Rik",2,10,"chr2:144296292-144353134"
,"Polr3f",2,204,"chr2:144353480-144367515"
,"Rbbp9",2,40,"chr2:144368000-144376595"
,"Sec23b",2,122,"chr2:144381964-144416489"
,"Gm561",2,26,"chr2:144419800-144421101"
,"Dtd1",2,55,"chr2:144425688-144594483"
,"1700010M22Rik",2,0,"chr2:144649401-144650151"
,"Slc24a3",2,6,"chr2:145068346-145467675"
,"Gm14092",2,0,"chr2:145375190-145380718"
,"BC039771",2,0,"chr2:145526930-145579408"
,"Rin2",2,24,"chr2:145611851-145713352"
,"Naa20",2,3,"chr2:145728976-145742161"
,"Crnkl1",2,196,"chr2:145743217-145760436"
,"4930529M08Rik",2,0,"chr2:145760519-145789962"
,"Insm1",2,0,"chr2:146047732-146050754"
,"Ralgapa2",2,114,"chr2:146067034-146337740"
,"A930019D19Rik",2,0,"chr2:146085021-146092896"
,"4933406D12Rik",2,0,"chr2:146368666-146371844"
,"Plk1s1",2,101,"chr2:146681624-146795825"
,"Xrn2",2,248,"chr2:146838795-146903733"
,"Nkx2-4",2,0,"chr2:146909611-146911081"
,"Nkx2-2",2,0,"chr2:147003281-147012138"
,"Nkx2-2as",2,0,"chr2:147009818-147157417"
,"AI646519",2,0,"chr2:147187278-147188529"
,"Pax1",2,0,"chr2:147190729-147200784"
,"A530006G24Rik",2,0,"chr2:147536428-147543368"
,"Foxa2",2,1,"chr2:147868613-147872705"
,"Sstr4",2,0,"chr2:148221112-148222500"
,"Thbd",2,316,"chr2:148230206-148233924"
,"Cd93",2,175,"chr2:148262386-148269271"
,"Nxt1",2,39,"chr2:148498350-148501762"
,"Gzf1",2,144,"chr2:148506855-148518685"
,"Napb",2,18,"chr2:148520392-148558156"
,"Cstl1",2,0,"chr2:148576096-148581114"
,"Cst11",2,0,"chr2:148594353-148597233"
,"8030411F24Rik",2,0,"chr2:148607744-148611672"
,"Cst12",2,0,"chr2:148615096-148619173"
,"Cst8",2,0,"chr2:148624574-148631320"
,"Cst13",2,0,"chr2:148645834-148656146"
,"Cst9",2,0,"chr2:148660882-148664473"
,"9230104L09Rik",2,0,"chr2:148672449-148676670"
,"Cst3",2,484,"chr2:148697467-148701204"
,"Cst10",2,0,"chr2:149230984-149236014"
,"Tmem90b",2,0,"chr2:149656518-149830128"
,"Zfp120",2,73,"chr2:149940142-149962414"
,"Gm14139",2,0,"chr2:150007490-150019015"
,"Zfp937",2,9,"chr2:150043834-150070610"
,"Gm14124",2,0,"chr2:150083252-150096036"
,"3300002I08Rik",2,0,"chr2:150136672-150188501"
,"Zfp442",2,6,"chr2:150232872-150277230"
,"Zfp345",2,0,"chr2:150296726-150310799"
,"Cst7",2,2,"chr2:150396150-150404680"
,"2310001A20Rik",2,73,"chr2:150408816-150434259"
,"Acss1",2,468,"chr2:150443846-150493976"
,"E130215H24Rik",2,5,"chr2:150493229-150494668"
,"Vsx1",2,7,"chr2:150506439-150514873"
,"Entpd6",2,74,"chr2:150574816-150597410"
,"Pygb",2,132,"chr2:150612531-150657484"
,"Abhd12",2,147,"chr2:150658250-150730467"
,"Gins1",2,111,"chr2:150735329-150757016"
,"Ninl",2,51,"chr2:150760254-150835134"
,"Nanp",2,1,"chr2:150855420-150865115"
,"Gm14151",2,0,"chr2:150912521-150918086"
,"Gm14151",2,0,"chr2:150923980-150929545"
,"4930442J19Rik",2,0,"chr2:151127774-151141739"
,"4921509C19Rik",2,0,"chr2:151296277-151301887"
,"Nsfl1c",2,1,"chr2:151320043-151337040"
,"Fkbp1a",2,105,"chr2:151368234-151387427"
,"Sdcbp2",2,0,"chr2:151398367-151415735"
,"Snph",2,2,"chr2:151416285-151458269"
,"Rad21l",2,0,"chr2:151471139-151494269"
,"5430405G05Rik",2,0,"chr2:151527743-151533046"
,"Psmf1",2,287,"chr2:151541797-151567029"
,"Rspo4",2,0,"chr2:151668662-151700404"
,"Angpt4",2,0,"chr2:151737067-151770390"
,"Mir1953",2,0,"chr2:151793264-151793353"
,"Fam110a",2,10,"chr2:151795133-151805955"
,"2310046K01Rik",2,0,"chr2:151822246-151834994"
,"Scrt2",2,0,"chr2:151907264-151921538"
,"Srxn1",2,367,"chr2:151931465-151937089"
,"Tcf15",2,17,"chr2:151969344-151974832"
,"Csnk2a1",2,149,"chr2:152052575-152107587"
,"Tbc1d20",2,78,"chr2:152119607-152138326"
,"Rbck1",2,273,"chr2:152142069-152158375"
,"Trib3",2,3,"chr2:152163160-152169796"
,"Gm14164",2,0,"chr2:152171404-152201058"
,"Nrsn2",2,0,"chr2:152194493-152202302"
,"Sox12",2,35,"chr2:152219347-152223782"
,"Zcchc3",2,37,"chr2:152237691-152240780"
,"6820408C15Rik",2,3,"chr2:152241322-152270064"
,"Defb23",2,0,"chr2:152284790-152290356"
,"Defb20",2,0,"chr2:152302798-152305670"
,"Defb22",2,0,"chr2:152311401-152315874"
,"Defb26",2,0,"chr2:152333491-152337472"
,"Defb28",2,0,"chr2:152343990-152347183"
,"Defb29",2,0,"chr2:152364449-152365777"
,"Defb21",2,0,"chr2:152398479-152400679"
,"Defb19",2,0,"chr2:152401821-152406048"
,"Defb45",2,0,"chr2:152418926-152422221"
,"Defb36",2,0,"chr2:152430062-152438465"
,"Defb25",2,1,"chr2:152448091-152448789"
,"Rem1",2,16,"chr2:152452743-152460927"
,"H13",2,342,"chr2:152495196-152534404"
,"Mcts2",2,1,"chr2:152512883-152513678"
,"Id1",2,4,"chr2:152562009-152563146"
,"Cox4i2",2,0,"chr2:152579908-152590773"
,"Bcl2l1",2,410,"chr2:152606403-152657418"
,"Tpx2",2,551,"chr2:152673699-152721057"
,"Mylk2",2,15,"chr2:152737087-152748801"
,"Foxs1",2,8,"chr2:152757633-152758944"
,"Dusp15",2,0,"chr2:152766730-152777318"
,"Ttll9",2,1,"chr2:152788220-152834218"
,"Pdrg1",2,176,"chr2:152834625-152841119"
,"Xkr7",2,1,"chr2:152857587-152881511"
,"BC020535",2,26,"chr2:152891737-152907471"
,"Hck",2,261,"chr2:152934203-152977177"
,"Tm9sf4",2,87,"chr2:152987036-153036199"
,"Tspyl3",2,23,"chr2:153048105-153051177"
,"Plagl2",2,169,"chr2:153053504-153067094"
,"Pofut1",2,241,"chr2:153067267-153095985"
,"Kif3b",2,116,"chr2:153117151-153159125"
,"2500004C02Rik",2,17,"chr2:153166892-153171546"
,"Asxl1",2,171,"chr2:153171874-153229743"
,"8430427H17Rik",2,8,"chr2:153233196-153355707"
,"Commd7",2,237,"chr2:153442665-153458517"
,"Dnmt3b",2,5,"chr2:153475189-153513466"
,"Mapre1",2,300,"chr2:153567022-153599050"
,"Efcab8",2,0,"chr2:153606614-153620918"
,"Sun5",2,0,"chr2:153681925-153696820"
,"Bpifb2",2,0,"chr2:153700780-153721006"
,"Bpifb6",2,0,"chr2:153726123-153738529"
,"Bpifb3",2,0,"chr2:153743965-153758732"
,"Bpifb4",2,1,"chr2:153766597-153789588"
,"Bpifa6",2,0,"chr2:153800680-153826231"
,"Bpifa2",2,0,"chr2:153834011-153841809"
,"Bpifa3",2,0,"chr2:153956082-153964091"
,"Bpifa1",2,0,"chr2:153968615-153974953"
,"Bpifa5",2,0,"chr2:153988342-153994182"
,"Bpifb1",2,0,"chr2:154016553-154046079"
,"Bpifb5",2,1,"chr2:154049477-154066638"
,"Bpifb9a",2,0,"chr2:154083614-154096979"
,"Bpifb9b",2,0,"chr2:154132979-154146378"
,"Cdk5rap1",2,57,"chr2:154161121-154198455"
,"Snta1",2,15,"chr2:154202049-154233820"
,"Cbfa2t2",2,69,"chr2:154262219-154365092"
,"Necab3",2,15,"chr2:154370140-154384589"
,"1700003F12Rik",2,0,"chr2:154374639-154375784"
,"1700007I08Rik",2,1,"chr2:154377511-154379012"
,"E2f1",2,167,"chr2:154385374-154395588"
,"Pxmp4",2,43,"chr2:154412779-154429409"
,"Zfp341",2,87,"chr2:154439103-154472553"
,"Chmp4b",2,211,"chr2:154482761-154520519"
,"Raly",2,271,"chr2:154616845-154692997"
,"Eif2s2",2,79,"chr2:154697145-154718642"
,"a",2,0,"chr2:154839305-154876748"
,"Ahcy",2,9,"chr2:154885047-154900233"
,"2310005A03Rik",2,0,"chr2:154923526-154925815"
,"Itch",2,257,"chr2:154959216-155052591"
,"Dynlrb1",2,194,"chr2:155062268-155076013"
,"Map1lc3a",2,13,"chr2:155102099-155103809"
,"Pigu",2,40,"chr2:155103987-155183160"
,"Mir695",2,0,"chr2:155182552-155182661"
,"Trp53inp2",2,16,"chr2:155207591-155215583"
,"Ncoa6",2,68,"chr2:155216391-155266519"
,"Ggt7",2,1,"chr2:155316115-155340582"
,"Acss2",2,57,"chr2:155343778-155388479"
,"4930471I20Rik",2,0,"chr2:155372775-155382666"
,"Gss",2,97,"chr2:155388918-155418442"
,"Myh7b",2,2,"chr2:155436947-155460043"
,"Trpc4ap",2,289,"chr2:155460012-155518120"
,"Mir499",2,0,"chr2:155448615-155448694"
,"Edem2",2,68,"chr2:155527408-155555211"
,"Procr",2,41,"chr2:155576952-155581214"
,"Mmp24",2,0,"chr2:155601079-155644102"
,"BC029722",2,36,"chr2:155643467-155644939"
,"Eif6",2,81,"chr2:155645572-155652661"
,"Fam83c",2,0,"chr2:155654918-155660590"
,"Uqcc",2,83,"chr2:155672621-155756046"
,"Gdf5",2,0,"chr2:155766760-155771100"
,"Cep250",2,308,"chr2:155782293-155824636"
,"6430550D23Rik",2,0,"chr2:155826178-155833713"
,"Ergic3",2,17,"chr2:155833860-155844015"
,"Fer1l4",2,0,"chr2:155844875-155878683"
,"Spag4",2,0,"chr2:155890948-155895235"
,"Cpne1",2,274.925,"chr2:155897576-155937701"
,"Rbm12",2,135.075,"chr2:155920617-155937701"
,"Nfs1",2,192,"chr2:155949372-155969922"
,"Romo1",2,2,"chr2:155969888-155971530"
,"Rbm39",2,682,"chr2:155972974-156005976"
,"Phf20",2,71,"chr2:156022382-156135689"
,"Scand1",2,47.8246,"chr2:156137581-156138440"
,"4921517L17Rik",2,6.17544,"chr2:156138208-156201374"
,"2900097C17Rik",2,0,"chr2:156213798-156218715"
,"Epb4.1l1",2,11,"chr2:156246787-156368950"
,"0610011L14Rik",2,79,"chr2:156373311-156394708"
,"Gm14169",2,0,"chr2:156434933-156439158"
,"Dlgap4",2,45,"chr2:156439440-156590099"
,"4930405A21Rik",2,0,"chr2:156540274-156546645"
,"Myl9",2,242,"chr2:156601199-156607393"
,"Tgif2",2,1.00001,"chr2:156665812-156681267"
,"5430405H02Rik",2,8.99999,"chr2:156678138-156688681"
,"1110008F13Rik",2,337.115,"chr2:156688857-156699298"
,"Sla2",2,12.8848,"chr2:156698657-156712814"
,"Ndrg3",2,64,"chr2:156753077-156817847"
,"Dsn1",2,142,"chr2:156820797-156832811"
,"9830001H06Rik",2,116,"chr2:156836177-156905001"
,"Gm1332",2,0,"chr2:156912790-156922217"
,"Samhd1",2,1256,"chr2:156923264-156960958"
,"Rbl1",2,304,"chr2:156971629-157030270"
,"4922505G16Rik",2,1,"chr2:157034285-157105285"
,"Rpn2",2,464,"chr2:157104833-157152054"
,"Ghrh",2,0,"chr2:157155231-157172391"
,"Manbal",2,103,"chr2:157193329-157222499"
,"Src",2,50,"chr2:157250028-157297574"
,"Blcap",2,64.0001,"chr2:157382097-157392097"
,"Nnat",2,19.9999,"chr2:157385845-157388255"
,"Ctnnbl1",2,173,"chr2:157563136-157717639"
,"Vstm2l",2,0,"chr2:157740388-157770455"
,"Tti1",2,127,"chr2:157807538-157835096"
,"Rprd1b",2,214,"chr2:157854529-157903056"
,"2010009K17Rik",2,2,"chr2:157896099-157917533"
,"Tgm2",2,648,"chr2:157942140-157972128"
,"D630003M21Rik",2,3,"chr2:158008268-158054958"
,"1700060C20Rik",2,0,"chr2:158017743-158021470"
,"Bpi",2,0,"chr2:158083976-158110267"
,"Lbp",2,15,"chr2:158132228-158158588"
,"9430008C03Rik",2,40,"chr2:158179435-158187258"
,"Snhg11",2,1,"chr2:158201373-158211881"
,"Ralgapb",2,189,"chr2:158235588-158324989"
,"Adig",2,0,"chr2:158328347-158333934"
,"Arhgap40",2,0,"chr2:158338531-158376364"
,"Gm14204",2,0,"chr2:158421207-158436459"
,"Slc32a1",2,0,"chr2:158436493-158441483"
,"Actr5",2,54,"chr2:158450648-158464947"
,"Mir3474",2,0,"chr2:158464318-158464376"
,"Ppp1r16b",2,441,"chr2:158492468-158592070"
,"Fam83d",2,48,"chr2:158593834-158612373"
,"Dhx35",2,47,"chr2:158620555-158683950"
,"4933416E03Rik",2,0,"chr2:159773076-159807025"
,"9130015L21Rik",2,0,"chr2:159842388-159866356"
,"Gm826",2,0,"chr2:160137136-160153230"
,"Mafb",2,48,"chr2:160189412-160192801"
,"Top1",2,259,"chr2:160471632-160548499"
,"Plcg1",2,36,"chr2:160557045-160601496"
,"Zhx3",2,42,"chr2:160596182-160698726"
,"Lpin3",2,14,"chr2:160706405-160731736"
,"Emilin3",2,0,"chr2:160732173-160738064"
,"Chd6",2,166,"chr2:160772713-160934792"
,"Ptprt",2,0,"chr2:161353358-162486883"
,"C330008G21Rik",2,0,"chr2:162216548-162219682"
,"9430021M05Rik",2,0,"chr2:162486898-162500940"
,"Srsf6",2,621,"chr2:162757243-162762856"
,"L3mbtl1",2,0,"chr2:162769200-162800258"
,"Sgk2",2,0,"chr2:162813216-162839863"
,"Ift52",2,136,"chr2:162843207-162871871"
,"Mybl2",2,236,"chr2:162880370-162910423"
,"Gtsf1l",2,0,"chr2:162912766-162915337"
,"Tox2",2,1,"chr2:163051189-163148838"
,"Jph2",2,3,"chr2:163161977-163223729"
,"3230401D17Rik",2,7,"chr2:163231557-163245206"
,"Gdap1l1",2,0,"chr2:163264202-163281060"
,"Fitm2",2,8,"chr2:163294438-163298365"
,"2310001K24Rik",2,0,"chr2:163298280-163298739"
,"R3hdml",2,0,"chr2:163318053-163328348"
,"0610008F07Rik",2,0,"chr2:163319539-163367457"
,"Hnf4a",2,0,"chr2:163372923-163398643"
,"Ttpal",2,251,"chr2:163428049-163444749"
,"Serinc3",2,640,"chr2:163449008-163470879"
,"0610039K10Rik",2,0,"chr2:163470585-163471536"
,"Pkig",2,104,"chr2:163484121-163551894"
,"Ada",2,28,"chr2:163552319-163575913"
,"Wisp2",2,2,"chr2:163646569-163658883"
,"Kcnk15",2,0,"chr2:163679485-163684610"
,"Rims4",2,0,"chr2:163689616-163744419"
,"Ywhab",2,298,"chr2:163820932-163844323"
,"Pabpc1l",2,6,"chr2:163851185-163876274"
,"Tomm34",2,105,"chr2:163879276-163896838"
,"Stk4",2,781,"chr2:163899913-163981257"
,"Kcns1",2,0,"chr2:163989354-163996849"
,"Wfdc5",2,0,"chr2:164002060-164008478"
,"Wfdc12",2,0,"chr2:164014966-164016294"
,"Wfdc15a",2,0,"chr2:164024607-164025853"
,"Wfdc15b",2,0,"chr2:164040189-164047399"
,"Svs2",2,0,"chr2:164061664-164064077"
,"Svs3b",2,0,"chr2:164080098-164082379"
,"Svs4",2,0,"chr2:164101691-164104043"
,"Svs3a",2,0,"chr2:164115003-164117236"
,"Svs6",2,0,"chr2:164142486-164144186"
,"Svs5",2,0,"chr2:164158500-164160130"
,"Slpi",2,148,"chr2:164179805-164182243"
,"Matn4",2,1,"chr2:164215128-164230660"
,"Rbpjl",2,3,"chr2:164228693-164240948"
,"Sdc4",2,109,"chr2:164249746-164268688"
,"Sys1",2,60,"chr2:164286470-164291010"
,"Dbndd2",2,39,"chr2:164311639-164318823"
,"Pigt",2,96,"chr2:164323024-164333801"
,"Wfdc2",2,0,"chr2:164388215-164394006"
,"Spint3",2,0,"chr2:164395194-164398956"
,"Wfdc6a",2,0,"chr2:164405018-164410947"
,"Spinlw1",2,0,"chr2:164413842-164419071"
,"Wfdc8",2,0,"chr2:164422712-164439126"
,"Wfdc6b",2,0,"chr2:164439199-164443713"
,"Wfdc16",2,0,"chr2:164460207-164464302"
,"Wfdc9",2,0,"chr2:164475124-164480466"
,"Wfdc10",2,0,"chr2:164481545-164482868"
,"Wfdc11",2,0,"chr2:164488393-164499587"
,"Wfdc13",2,0,"chr2:164510606-164513206"
,"Spint4",2,0,"chr2:164524000-164527948"
,"Gm14316",2,0,"chr2:164540804-164543568"
,"Wfdc3",2,0,"chr2:164556725-164568767"
,"Dnttip1",2,64,"chr2:164571514-164593719"
,"Ube2c",2,257,"chr2:164595428-164598402"
,"Tnnc2",2,0,"chr2:164602661-164605234"
,"Snx21",2,10,"chr2:164611520-164618270"
,"Acot8",2,13,"chr2:164618267-164630381"
,"Zswim3",2,40,"chr2:164630613-164647627"
,"Zswim1",2,11,"chr2:164648185-164652367"
,"1700020C07Rik",2,0,"chr2:164652881-164654034"
,"Neurl2",2,0,"chr2:164656229-164659096"
,"Pltp",2,26.2299,"chr2:164665017-164683208"
,"Ctsa",2,423.77,"chr2:164658372-164666532"
,"Pcif1",2,82,"chr2:164704867-164716937"
,"Zfp335",2,121,"chr2:164717391-164737250"
,"Mmp9",2,3,"chr2:164773750-164781346"
,"Slc12a5",2,3,"chr2:164793487-164825231"
,"Ncoa5",2,126,"chr2:164825856-164860279"
,"Cd40",2,199,"chr2:164881135-164897154"
,"1700025C18Rik",2,0,"chr2:164904192-164916250"
,"Cdh22",2,4,"chr2:164937006-165060237"
,"Slc35c2",2,47,"chr2:165102021-165113338"
,"Elmo2",2,129,"chr2:165113530-165151979"
,"Zfp663",2,3,"chr2:165176796-165187619"
,"Zfp334",2,7,"chr2:165202935-165213759"
,"4833422F24Rik",2,4,"chr2:165220949-165225894"
,"Slc13a3",2,5,"chr2:165230794-165298697"
,"2810408M09Rik",2,32,"chr2:165315611-165318814"
,"Slc2a10",2,4,"chr2:165329477-165345411"
,"Eya2",2,6,"chr2:165480797-165597131"
,"Zmynd8",2,296,"chr2:165609651-165710251"
,"Ncoa3",2,174,"chr2:165818136-165898742"
,"Sulf2",2,55,"chr2:165899398-165981183"
,"Gm11468",2,0,"chr2:166099407-166120331"
,"5031425F14Rik",2,1,"chr2:166272950-166284270"
,"Prex1",2,316,"chr2:166391844-166539332"
,"Trp53rk",2,9,"chr2:166619266-166624992"
,"Arfgef2",2,237,"chr2:166631080-166723551"
,"Cse1l",2,384,"chr2:166731595-166771889"
,"Stau1",2,207,"chr2:166773641-166821778"
,"Ddx27",2,95,"chr2:166840812-166860445"
,"Znfx1",2,225,"chr2:166861296-166888515"
,"1500012F01Rik",2,109,"chr2:166888433-166891362"
,"Snord12",2,0,"chr2:166890792-166890858"
,"Kcnb1",2,20,"chr2:166921468-167014318"
,"Ptgis",2,4,"chr2:167028695-167066037"
,"B4galt5",2,53,"chr2:167123944-167174678"
,"Slc9a8",2,118,"chr2:167247220-167302498"
,"Spata2",2,39.1674,"chr2:167306635-167318374"
,"Rnf114",2,532.833,"chr2:167318144-167341666"
,"Snai1",2,9,"chr2:167363726-167368311"
,"Ube2v1",2,1,"chr2:167433138-167457505"
,"Tmem189",2,27,"chr2:167468724-167487044"
,"Cebpb",2,0,"chr2:167514414-167515918"
,"A530013C23Rik",2,0,"chr2:167516707-167522913"
,"Ptpn1",2,238,"chr2:167757826-167804885"
,"Fam65c",2,16,"chr2:167806285-167836093"
,"Pard6b",2,15,"chr2:167906503-167926703"
,"E130018N17Rik",2,1,"chr2:167978102-167980013"
,"Adnp",2,356,"chr2:168006464-168032562"
,"Dpm1",2,14,"chr2:168034547-168055879"
,"Mocs3",2,30,"chr2:168056121-168057803"
,"Kcng1",2,2,"chr2:168087197-168094831"
,"Nfatc2",2,73,"chr2:168301909-168427155"
,"Atp9a",2,38,"chr2:168459937-168567300"
,"Sall4",2,0,"chr2:168573831-168592701"
,"Zfp64",2,24,"chr2:168750860-168781087"
,"1700017J07Rik",2,0,"chr2:168803768-168804406"
,"Tshz2",2,51,"chr2:169459145-169714004"
,"A630075F10Rik",2,0,"chr2:169886739-169896278"
,"Zfp217",2,290,"chr2:169934142-169968175"
,"Bcas1",2,1,"chr2:170172490-170253345"
,"1700040N02Rik",2,1,"chr2:170181860-170205935"
,"Cyp24a1",2,0,"chr2:170308464-170322638"
,"Gm16796",2,0,"chr2:170324856-170337427"
,"Pfdn4",2,2,"chr2:170321927-170344570"
,"4930470P17Rik",2,0,"chr2:170404917-170427517"
,"Dok5",2,0,"chr2:170557306-170705275"
,"1700028P15Rik",2,0,"chr2:171782378-171788299"
,"Cbln4",2,0,"chr2:171861835-171868966"
,"Mc3r",2,0,"chr2:172073991-172076614"
,"2010011I20Rik",2,554,"chr2:172171076-172181249"
,"Aurka",2,374,"chr2:172181695-172196006"
,"Cstf1",2,120,"chr2:172196502-172206586"
,"Cass4",2,8,"chr2:172219293-172258360"
,"2410001C21Rik",2,297,"chr2:172266077-172295399"
,"Gcnt7",2,1,"chr2:172275812-172284096"
,"1700029J11Rik",2,0,"chr2:172298053-172299816"
,"Tfap2c",2,0,"chr2:172375092-172384121"
,"Bmp7",2,1,"chr2:172695188-172765794"
,"Spo11",2,1,"chr2:172805342-172819077"
,"Rae1",2,105,"chr2:172825617-172841240"
,"Rbm38",2,508,"chr2:172847402-172860232"
,"Ctcfl",2,0,"chr2:172919109-172945026"
,"1300015D01Rik",2,2,"chr2:172950249-172958705"
,"Pck1",2,0,"chr2:172978573-172984754"
,"Zbp1",2,97,"chr2:173032113-173044423"
,"Pmepa1",2,47,"chr2:173049965-173102034"
,"1700021F07Rik",2,0,"chr2:173348092-173354003"
,"Ankrd60",2,0,"chr2:173394161-173403842"
,"Ppp4r1l-ps",2,72,"chr2:173404820-173485040"
