"gene_id","gene_name","chromosome","count","locus"
,"Dph2",4,219,"chr4:117561247-117564608"
,"Ipo13",4,73,"chr4:117567097-117587604"
,"Artn",4,0,"chr4:117598766-117602368"
,"St3gal3",4,39,"chr4:117604757-117807519"
,"Kdm4a",4,390,"chr4:117809608-117852648"
,"Ptprf",4,78,"chr4:117880817-117964002"
,"Hyi",4,117,"chr4:118032603-118035349"
,"Szt2",4,346,"chr4:118035344-118081868"
,"Med8",4,368,"chr4:118081941-118088387"
,"Elovl1",4,135,"chr4:118100697-118105521"
,"Cdc20",4,39.0003,"chr4:118105505-118109948"
,"Mpl",4,36,"chr4:118115021-118130100"
,"Tie1",4,156,"chr4:118143795-118162454"
,"2610528J11Rik",4,5,"chr4:118199879-118202822"
,"Tmem125",4,0,"chr4:118213545-118216331"
,"Wdr65",4,0,"chr4:118227300-118293010"
,"Ebna1bp2",4,502.764,"chr4:118293403-118300381"
,"D4Ertd617e",4,9.23573,"chr4:118299008-118304520"
,"Olfr62",4,0,"chr4:118338123-118339071"
,"Olfr1342",4,0,"chr4:118362107-118363055"
,"Olfr1341",4,0,"chr4:118382013-118382952"
,"Olfr1340",4,0,"chr4:118398853-118399801"
,"Olfr1339",4,0,"chr4:118407135-118408083"
,"Olfr1338",4,0,"chr4:118426199-118427141"
,"Olfr1337",4,0,"chr4:118454240-118455188"
,"Olfr1335",4,0,"chr4:118481459-118482467"
,"Olfr1333",4,0,"chr4:118502089-118503043"
,"Olfr1331",4,0,"chr4:118541387-118542341"
,"Olfr1330",4,0,"chr4:118565689-118566637"
,"Olfr1329",4,0,"chr4:118589128-118590070"
,"Olfr1328",4,0,"chr4:118606503-118607445"
,"Lao1",4,0,"chr4:118634571-118641515"
,"Slc2a1",4,200,"chr4:118781349-118809934"
,"Zfp691",4,108,"chr4:118842122-118846800"
,"Ermap",4,98,"chr4:118848061-118862616"
,"Ccdc23",4,116,"chr4:118867914-118873903"
,"4930538K18Rik",4,4,"chr4:118877659-118890822"
,"AU022252",4,95,"chr4:118897742-118905329"
,"Lepre1",4,72,"chr4:118905519-118921582"
,"Cldn19",4,2,"chr4:118928045-118935043"
,"Ybx1",4,17,"chr4:118949931-118967118"
,"Ppih",4,75,"chr4:118972614-118993128"
,"Ccdc30",4,14,"chr4:118996443-119088126"
,"Ppcs",4,22,"chr4:119091137-119095025"
,"Zmynd12",4,0,"chr4:119095288-119126504"
,"Rimkla",4,7,"chr4:119137890-119165203"
,"AA415398",4,39,"chr4:119202922-119211374"
,"Foxj3",4,120,"chr4:119212292-119301724"
,"Guca2a",4,0,"chr4:119310336-119312070"
,"Guca2b",4,6,"chr4:119329207-119331550"
,"Hivep3",4,84,"chr4:119487282-119808016"
,"Edn2",4,0,"chr4:119834028-119839965"
,"Foxo6",4,1,"chr4:119939682-119959866"
,"Scmh1",4,89,"chr4:120077885-120202804"
,"Slfnl1",4,0,"chr4:120204835-120209266"
,"Ctps",4,179,"chr4:120212472-120242881"
,"Gm8439",4,0,"chr4:120261349-120282277"
,"Cited4",4,4,"chr4:120339167-120340425"
,"Kcnq4",4,5,"chr4:120370077-120419781"
,"Nfyc",4,43,"chr4:120430039-120504180"
,"Mir30c-1",4,0,"chr4:120442138-120442227"
,"Mir30e",4,0,"chr4:120445210-120445302"
,"Rims3",4,10,"chr4:120550473-120564165"
,"Dem1",4,273,"chr4:120593806-120597610"
,"Zfp69",4,30,"chr4:120602741-120624306"
,"Smap2",4,1162,"chr4:120640921-120689852"
,"Col9a2",4,0,"chr4:120712170-120727930"
,"Zmpste24",4,470,"chr4:120731842-120770848"
,"Tmco2",4,0,"chr4:120778255-120781831"
,"Rlf",4,402,"chr4:120817977-120861139"
,"Gm12888",4,0,"chr4:120988920-120997522"
,"Gm12886",4,0,"chr4:121087339-121095704"
,"Gm12887",4,0,"chr4:121286608-121294730"
,"9530002B09Rik",4,0,"chr4:122366501-122382378"
,"Ppt1",4,1664,"chr4:122513469-122536418"
,"Cap1",4,2032,"chr4:122536470-122563124"
,"Mfsd2a",4,11,"chr4:122624093-122638431"
,"Mycl1",4,77,"chr4:122673341-122679723"
,"Trit1",4,270,"chr4:122693839-122732177"
,"Bmp8b",4,2,"chr4:122782407-122803334"
,"Oxct2b",4,0,"chr4:122793490-122795243"
,"Ppie",4,342,"chr4:122804367-122817184"
,"Hpcal4",4,0,"chr4:122860746-122871942"
,"Nt5c1a",4,0,"chr4:122878795-122893450"
,"Heyl",4,45,"chr4:122910798-122927113"
,"Pabpc4",4,18,"chr4:122960153-122976076"
,"Bmp8a",4,0,"chr4:122989890-123020495"
,"Oxct2a",4,0,"chr4:122999117-123000922"
,"Macf1",4,7267,"chr4:123026875-123361603"
,"D830031N03Rik",4,39,"chr4:123080843-123089154"
,"BC002163",4,2,"chr4:123389952-123395404"
,"Ndufs5",4,0.00013743,"chr4:123389952-123395429"
,"Akirin1",4,52,"chr4:123412437-123427542"
,"Rhbdl2",4,1,"chr4:123465117-123507147"
,"Mycbp",4,74,"chr4:123582255-123589493"
,"Rragc",4,423,"chr4:123594675-123614240"
,"1700057H15Rik",4,0,"chr4:124126868-124163202"
,"4933407E24Rik",4,0,"chr4:124246421-124252781"
,"Pou3f1",4,0,"chr4:124334888-124337899"
,"Utp11l",4,132,"chr4:124356007-124370798"
,"Fhl3",4,46,"chr4:124377942-124385855"
,"Sf3a3",4,528,"chr4:124392104-124409666"
,"Mir697",4,0,"chr4:124408937-124409046"
,"Inpp5b",4,497,"chr4:124419121-124478755"
,"Mir698",4,0,"chr4:124421024-124421133"
,"Mtf1",4,243,"chr4:124479792-124527044"
,"1110065P20Rik",4,21,"chr4:124526728-124527974"
,"Yrdc",4,159,"chr4:124528002-124532486"
,"Maneal",4,6,"chr4:124532482-124539415"
,"Epha10",4,0,"chr4:124559028-124595044"
,"1700125G02Rik",4,0,"chr4:124568131-124572026"
,"Cdca8",4,164,"chr4:124595708-124614161"
,"9930104L06Rik",4,262,"chr4:124614291-124621905"
,"Rspo1",4,130,"chr4:124663673-124686343"
,"Gnl2",4,573,"chr4:124707257-124732626"
,"Dnali1",4,3,"chr4:124732582-124742901"
,"Snip1",4,244,"chr4:124743936-124751287"
,"Meaf6",4,53,"chr4:124762390-124787133"
,"Zc3h12a",4,161,"chr4:124795657-124805125"
,"Grik3",4,0,"chr4:125168074-125391417"
,"2610028E06Rik",4,0,"chr4:125565094-125599554"
,"Csf3r",4,76,"chr4:125701902-125722219"
,"Mrps15",4,240,"chr4:125724171-125732780"
,"Oscp1",4,17,"chr4:125735808-125766578"
,"Lsm10",4,131,"chr4:125773896-125775828"
,"Stk40",4,231,"chr4:125781200-125818273"
,"Fam176b",4,141,"chr4:125825246-125827118"
,"1700029G01Rik",4,23,"chr4:125827845-125840585"
,"Thrap3",4,123,"chr4:125841326-125879954"
,"Mtap7d1",4,196,"chr4:125909411-125933563"
,"Trappc3",4,184,"chr4:125939648-125953127"
,"Col8a2",4,135,"chr4:125964037-125991574"
,"Adprhl2",4,168,"chr4:125993594-125998947"
,"Tekt2",4,24,"chr4:125999364-126002443"
,"Eif2c3",4,111,"chr4:126017921-126106786"
,"Eif2c1",4,673,"chr4:126112256-126145665"
,"Eif2c4",4,130,"chr4:126166786-126210702"
,"Clspn",4,153,"chr4:126234223-126271147"
,"5730409E04Rik",4,116,"chr4:126287097-126291615"
,"Psmb2",4,620,"chr4:126354886-126386959"
,"Tfap2e",4,0,"chr4:126393246-126413513"
,"Ncdn",4,167,"chr4:126420993-126430673"
,"AU040320",4,230,"chr4:126430798-126546938"
,"Zmym4",4,289,"chr4:126539064-126645167"
,"Sfpq",4,551,"chr4:126698544-126714258"
,"Zmym1",4,271,"chr4:126724337-126738376"
,"Zmym6",4,722,"chr4:126754626-126801538"
,"Gm12942",4,170,"chr4:126803289-126806888"
,"Dlgap3",4,1,"chr4:126846514-126914266"
,"BC003266",4,140,"chr4:126921027-126925053"
,"Gja4",4,41,"chr4:126988664-126991222"
,"Gjb3",4,0,"chr4:127002478-127008080"
,"Gjb4",4,0,"chr4:127028329-127031325"
,"Gjb5",4,9,"chr4:127032052-127035408"
,"CK137956",4,0,"chr4:127604835-127648085"
,"4930465A12Rik",4,0,"chr4:127810766-127844211"
,"Hmgb4",4,0,"chr4:127937455-127938139"
,"Zscan20",4,197,"chr4:128260782-128287342"
,"Tlr12",4,213,"chr4:128292689-128295863"
,"Phc2",4,734,"chr4:128331945-128430125"
,"A3galt2",4,10,"chr4:128436501-128446542"
,"Zfp362",4,67,"chr4:128450328-128483356"
,"Trim62",4,48,"chr4:128561383-128588570"
,"Adc",4,31,"chr4:128609389-128639661"
,"Ak2",4,298,"chr4:128670508-128688773"
,"Rnf19b",4,229,"chr4:128735514-128761770"
,"Tmem54",4,0,"chr4:128782773-128788870"
,"Hpca",4,0,"chr4:128788818-128798984"
,"Fndc5",4,26,"chr4:128814303-128821837"
,"S100pbp",4,51,"chr4:128828068-128866726"
,"Yars",4,307,"chr4:128867038-128896851"
,"C77080",4,31,"chr4:128896821-128925687"
,"Sync",4,8.51162,"chr4:128964864-128985803"
,"Rbbp4",4,1272.49,"chr4:128984343-129012614"
,"Zbtb8os",4,30,"chr4:129013269-129024273"
,"Zbtb8a",4,47,"chr4:129030875-129055272"
,"Zbtb8b",4,1,"chr4:129103008-129118062"
,"Bsdc1",4,416,"chr4:129138922-129165676"
,"Tssk3",4,0,"chr4:129166251-129168014"
,"1700125D06Rik",4,0,"chr4:129168433-129169200"
,"Marcksl1",4,98,"chr4:129190824-129193225"
,"Hdac1",4,66,"chr4:129193347-129219890"
,"Lck",4,520,"chr4:129225587-129250885"
,"Fam167b",4,60,"chr4:129254058-129255824"
,"Eif3i",4,1122,"chr4:129269217-129277892"
,"2510006D16Rik",4,315,"chr4:129277950-129285123"
,"Dcdc2b",4,15,"chr4:129285574-129291501"
,"Iqcc",4,183,"chr4:129292860-129296337"
,"Ccdc28b",4,143,"chr4:129296517-129301152"
,"Txlna",4,815,"chr4:129303320-129318309"
,"Kpna6",4,570,"chr4:129321222-129350011"
,"Tmem39b",4,71,"chr4:129353598-129374082"
,"Khdrbs1",4,279,"chr4:129380412-129419547"
,"Ptp4a2",4,1224,"chr4:129497722-129527247"
,"E330017L17Rik",4,1,"chr4:129583469-129586240"
,"1700003M07Rik",4,0,"chr4:129637617-129642382"
,"Bai2",4,12,"chr4:129662321-129699877"
,"Col16a1",4,25,"chr4:129725083-129776521"
,"Pef1",4,350,"chr4:129784799-129805378"
,"Hcrtr1",4,3,"chr4:129807460-129816406"
,"Tinagl1",4,489,"chr4:129842843-129852366"
,"Gm853",4,0,"chr4:129886352-129899539"
,"Serinc2",4,3,"chr4:129930740-129952830"
,"Fabp3",4,0,"chr4:129986021-129992707"
,"Zcchc17",4,233,"chr4:129993328-130037190"
,"Snrnp40",4,332,"chr4:130037378-130067278"
,"Nkain1",4,10,"chr4:130125704-130169623"
,"Pum1",4,169,"chr4:130219273-130337479"
,"Snord85",4,0,"chr4:130305552-130305617"
,"Sdc3",4,912,"chr4:130348451-130382233"
,"Laptm5",4,3426,"chr4:130469248-130492063"
,"Matn1",4,0,"chr4:130500299-130511391"
,"Ptpru",4,7,"chr4:131324371-131394193"
,"Mecr",4,46,"chr4:131399385-131423702"
,"Srsf4",4,254,"chr4:131429553-131457640"
,"Tmem200b",4,21,"chr4:131477685-131479055"
,"Epb4.1",4,620,"chr4:131479340-131631228"
,"Oprd1",4,18,"chr4:131666640-131700401"
,"Ythdf2",4,71,"chr4:131740830-131768171"
,"Gm13253",4,0,"chr4:131775807-131776504"
,"Gmeb1",4,278,"chr4:131776939-131817464"
,"Rnu11",4,22,"chr4:131825993-131826101"
,"Taf12",4,127,"chr4:131830289-131849244"
,"Rab42-ps",4,3,"chr4:131858108-131859271"
,"Snhg12",4,386,"chr4:131864592-131866939"
,"Snora16a",4,18,"chr4:131865379-131865515"
,"Snora44",4,0,"chr4:131865867-131865984"
,"Snora61",4,0,"chr4:131866221-131866283"
,"Snord99",4,0,"chr4:131866617-131866673"
,"Trnau1ap",4,375,"chr4:131867677-131885453"
,"Rcc1",4,306,"chr4:131887833-131901665"
,"Snhg3",4,54,"chr4:131907847-131909601"
,"Phactr4",4,133,"chr4:131911838-131978361"
,"Med18",4,52,"chr4:132014643-132019836"
,"Sesn2",4,40,"chr4:132048721-132066371"
,"Atpif1",4,261,"chr4:132086469-132089574"
,"Dnajc8",4,478,"chr4:132091473-132109657"
,"Ptafr",4,40,"chr4:132119981-132136781"
,"Eya3",4,521,"chr4:132194960-132280678"
,"Xkr8",4,42,"chr4:132280818-132288461"
,"Smpdl3b",4,49,"chr4:132288880-132313086"
,"Rpa2",4,461,"chr4:132324274-132334661"
,"BC013712",4,902,"chr4:132338271-132352279"
,"Ppp1r8",4,569,"chr4:132382839-132399084"
,"Stx12",4,250,"chr4:132409978-132440373"
,"Fam76a",4,98,"chr4:132455127-132478466"
,"Fgr",4,542,"chr4:132530009-132557797"
,"Ahdc1",4,113,"chr4:132567420-132634025"
,"Wasf2",4,456,"chr4:132686547-132754245"
,"Gpr3",4,0,"chr4:132765254-132768451"
,"Cd164l2",4,0,"chr4:132776723-132780469"
,"Map3k6",4,52,"chr4:132796732-132808843"
,"Sytl1",4,31,"chr4:132809004-132819002"
,"Tmem222",4,319,"chr4:132821959-132833705"
,"Wdtc1",4,125,"chr4:132848380-132895230"
,"Slc9a1",4,264,"chr4:132925686-132979613"
,"Mir5122",4,0,"chr4:132925690-132925779"
,"Fam46b",4,1,"chr4:133036047-133043855"
,"Trnp1",4,14,"chr4:133047014-133054465"
,"1810019J16Rik",4,0,"chr4:133074877-133086705"
,"Nudc",4,144,"chr4:133088456-133101942"
,"Nr0b2",4,12,"chr4:133109304-133112451"
,"Gpatch3",4,85,"chr4:133130659-133140157"
,"Gpn2",4,272,"chr4:133140287-133147650"
,"Sfn",4,56,"chr4:133156470-133158083"
,"Zdhhc18",4,1077,"chr4:133162906-133189344"
,"Pigv",4,402,"chr4:133217339-133228562"
,"Arid1a",4,626,"chr4:133234922-133309526"
,"Rps6ka1",4,757,"chr4:133403205-133443714"
,"Hmgn2",4,0,"chr4:133520653-133523906"
,"Dhdds",4,300,"chr4:133524971-133556779"
,"Lin28a",4,0,"chr4:133559244-133574731"
,"Aim1l",4,11,"chr4:133624366-133648419"
,"Cd52",4,12504,"chr4:133649452-133650988"
,"Ubxn11",4,93,"chr4:133658497-133682695"
,"Sh3bgrl3",4,1426,"chr4:133683320-133684668"
,"Ccdc21",4,125,"chr4:133685772-133743000"
,"Gm7534",4,0,"chr4:133746718-133758919"
,"Catsper4",4,0,"chr4:133767882-133783298"
,"Cnksr1",4,2,"chr4:133783956-133794314"
,"Zfp593",4,212.19,"chr4:133799220-133801506"
,"E130218I03Rik",4,4.81038,"chr4:133799677-133801788"
,"Grrp1",4,40,"chr4:133807024-133810021"
,"Pdik1l",4,243,"chr4:133830920-133843761"
,"Trim63",4,2,"chr4:133871034-133885544"
,"Slc30a2",4,21,"chr4:133898960-133910399"
,"Extl1",4,110,"chr4:133912287-133928462"
,"Pafah2",4,67,"chr4:133952274-133983327"
,"1700021N21Rik",4,0,"chr4:134004679-134006086"
,"Stmn1",4,3,"chr4:134024234-134029758"
,"Paqr7",4,196,"chr4:134052892-134064725"
,"2610002D18Rik",4,20,"chr4:134066913-134079837"
,"Fam54b",4,356,"chr4:134081469-134091302"
,"Sepn1",4,101,"chr4:134093806-134108081"
,"Man1c1",4,55,"chr4:134117604-134260205"
,"Ldlrap1",4,326,"chr4:134301326-134323919"
,"Tmem57",4,455,"chr4:134358675-134409260"
,"Rhd",4,12,"chr4:134420450-134452087"
,"Tmem50a",4,1238,"chr4:134453763-134470831"
,"D4Wsu53e",4,2809,"chr4:134479539-134483285"
,"Syf2",4,862,"chr4:134486894-134493452"
,"Runx3",4,294,"chr4:134676559-134733905"
,"Clic4",4,531,"chr4:134769884-134828675"
,"Srrm1",4,579,"chr4:134876398-134909129"
,"A330049M08Rik",4,6,"chr4:134925491-134954142"
,"Rcan3",4,286,"chr4:134968223-134989720"
,"Mir700",4,0,"chr4:134972469-134972548"
,"Nipal3",4,450,"chr4:135004815-135050419"
,"4930555I21Rik",4,1,"chr4:135051901-135093718"
,"Grhl3",4,3,"chr4:135097802-135129535"
,"1700029M20Rik",4,4,"chr4:135182569-135186113"
,"Il28ra",4,17,"chr4:135242371-135264095"
,"Il22ra1",4,9,"chr4:135284073-135311298"
,"Myom3",4,8,"chr4:135315629-135371479"
,"Srsf10",4,109,"chr4:135412006-135425814"
,"Pnrc2",4,2174,"chr4:135426840-135429761"
,"Cnr2",4,1205,"chr4:135451318-135476125"
,"Fuca1",4,551,"chr4:135476640-135496215"
,"Hmgcl",4,425,"chr4:135502367-135518532"
,"Gale",4,81,"chr4:135521079-135524093"
,"Lypla2",4,207,"chr4:135524139-135528509"
,"1110049F12Rik",4,449,"chr4:135531516-135543159"
,"Tceb3",4,459,"chr4:135559284-135577564"
,"Rpl11",4,0,"chr4:135605862-135609286"
,"Id3",4,25,"chr4:135699736-135701307"
,"E2f2",4,722,"chr4:135728308-135751971"
,"Asap3",4,86,"chr4:135762279-135802488"
,"Tcea3",4,24,"chr4:135803871-135830814"
,"Zfp46",4,211,"chr4:135841983-135849857"
,"Hnrnpr",4,118,"chr4:135866890-135896593"
,"Htr1d",4,0,"chr4:135979438-136000317"
,"Luzp1",4,141,"chr4:136025675-136105233"
,"Kdm1a",4,344,"chr4:136106447-136158638"
,"4930549C01Rik",4,0,"chr4:136166351-136169128"
,"Lactbl1",4,1,"chr4:136178535-136194025"
,"Ephb2",4,11,"chr4:136209524-136391850"
,"C1qb",4,1391,"chr4:136436060-136442092"
,"C1qc",4,1492,"chr4:136445716-136448829"
,"C1qa",4,2471,"chr4:136451830-136454759"
,"Epha8",4,3,"chr4:136485333-136512731"
,"Zbtb40",4,326,"chr4:136535646-136604610"
,"Gm13003",4,0,"chr4:136714996-136720981"
,"Wnt4",4,23,"chr4:136833549-136855416"
,"Cdc42",4,1419,"chr4:136875610-136913674"
,"Gm13011",4,0,"chr4:136957468-136965706"
,"Cela3b",4,2,"chr4:136976922-136986435"
,"1700013G24Rik",4,0,"chr4:137009210-137011376"
,"Hspg2",4,272,"chr4:137024717-137126545"
,"Ldlrad2",4,0,"chr4:137126790-137131095"
,"Usp48",4,1168,"chr4:137150103-137214452"
,"Rap1gap",4,91,"chr4:137220640-137285776"
,"Alpl",4,60,"chr4:137297646-137352292"
,"Ece1",4,536,"chr4:137418151-137521144"
,"Eif4g3",4,908,"chr4:137549370-137762994"
,"Hp1bp3",4,1367,"chr4:137772541-137799085"
,"Sh2d5",4,30,"chr4:137806325-137816883"
,"Kif17",4,7,"chr4:137818165-137857888"
,"Ddost",4,708,"chr4:137860652-137868526"
,"Pink1",4,912,"chr4:137869324-137882211"
,"Cda",4,1,"chr4:137894442-137923870"
,"Fam43b",4,0,"chr4:137950006-137952373"
,"Mul1",4,230,"chr4:137990586-137998180"
,"Camk2n1",4,71,"chr4:138011062-138016041"
,"Vwa5b1",4,0,"chr4:138124883-138179907"
,"Ubxn10",4,6,"chr4:138274440-138281166"
,"Pla2g2c",4,0,"chr4:138281239-138300490"
,"Pla2g2f",4,17,"chr4:138306447-138313513"
,"Pla2g2d",4,1026,"chr4:138331649-138338058"
,"Pla2g5",4,478.001,"chr4:138355161-138419384"
,"Pla2g2a",4,0.999358,"chr4:138387771-138391104"
,"Pla2g2e",4,0,"chr4:138433856-138438729"
,"Otud3",4,45,"chr4:138451293-138469862"
,"Rnf186",4,10,"chr4:138523026-138524281"
,"Tmco4",4,258,"chr4:138528819-138615086"
,"Htr6",4,0,"chr4:138617323-138630704"
,"Nbl1",4,146,"chr4:138638206-138648885"
,"Minos1",4,481,"chr4:138657728-138687028"
,"Gm16287",4,1,"chr4:138731321-138736570"
,"Capzb",4,988,"chr4:138748845-138847727"
,"Pqlc2",4,153,"chr4:138853919-138866615"
,"Akr7a5",4,147,"chr4:138866658-138874701"
,"Mrto4",4,67,"chr4:138903359-138908213"
,"C230096C10Rik",4,495,"chr4:138908507-138934645"
,"Ubr4",4,1020,"chr4:138936573-139045447"
,"Iffo2",4,145,"chr4:139086462-139176297"
,"Aldh4a1",4,240,"chr4:139178808-139205606"
,"Tas1r2",4,0,"chr4:139209452-139226194"
,"Pax7",4,5,"chr4:139293995-139388883"
,"4933427I22Rik",4,0,"chr4:139482025-139499434"
,"Klhdc7a",4,19,"chr4:139518087-139523941"
,"Igsf21",4,0,"chr4:139582766-139802726"
,"Arhgef10l",4,74,"chr4:140070399-140221820"
,"Rcc2",4,625,"chr4:140257387-140279135"
,"Padi6",4,1,"chr4:140283269-140298558"
,"Padi4",4,21,"chr4:140301422-140330118"
,"Padi3",4,2,"chr4:140341283-140366563"
,"Gm13032",4,8.5486,"chr4:140366907-140373426"
,"Padi1",4,7.4514,"chr4:140368895-140401693"
,"4930515B02Rik",4,0,"chr4:140428607-140433972"
,"Padi2",4,276.384,"chr4:140462274-140508501"
,"Gm13031",4,9.61584,"chr4:140503580-140513817"
,"Sdhb",4,912,"chr4:140517185-140535107"
,"Atp13a2",4,802,"chr4:140542787-140563616"
,"Mfap2",4,1,"chr4:140566338-140571899"
,"Crocc",4,103,"chr4:140572551-140616460"
,"Necap2",4,950,"chr4:140622426-140634260"
,"Spata21",4,1,"chr4:140644259-140668674"
,"D4Ertd22e",4,382,"chr4:140668929-140695711"
,"Fbxo42",4,303,"chr4:140703836-140759977"
,"6330545A04Rik",4,5,"chr4:140769870-140776029"
,"Arhgef19",4,5,"chr4:140798798-140813477"
,"Epha2",4,92,"chr4:140857135-140885299"
,"Fam131c",4,0,"chr4:140924134-140940090"
,"Clcnka",4,0,"chr4:140940525-140954621"
,"Clcnkb",4,0,"chr4:140960271-140971903"
,"Hspb7",4,48,"chr4:140976693-140981225"
,"Gm694",4,1,"chr4:140988586-140992020"
,"Zbtb17",4,149,"chr4:141000587-141023852"
,"Spen",4,281,"chr4:141023804-141094512"
,"B330016D10Rik",4,44,"chr4:141102076-141104228"
,"Fblim1",4,168,"chr4:141131976-141161967"
,"Tmem82",4,7,"chr4:141170147-141174548"
,"AI507597",4,1,"chr4:141170284-141171519"
,"Slc25a34",4,5,"chr4:141174739-141179749"
,"Plekhm2",4,259,"chr4:141181648-141220030"
,"Rsc1a1",4,314.279,"chr4:141239477-141241631"
,"Ddi2",4,90.7207,"chr4:141239477-141279334"
,"Agmat",4,0,"chr4:141302589-141315178"
,"Dnajc16",4,112,"chr4:141317912-141346559"
,"Casp9",4,480.502,"chr4:141349526-141371890"
,"Cela2a",4,8.49805,"chr4:141370877-141381918"
,"Ctrc",4,0,"chr4:141394154-141402274"
,"1810035I16Rik",4,0,"chr4:141400235-141402905"
,"Efhd2",4,238,"chr4:141414056-141430835"
,"Fhad1",4,6,"chr4:141446765-141567552"
,"LOC545691",4,1,"chr4:141538906-141542712"
,"Tmem51",4,207,"chr4:141586907-141640219"
,"Gm10565",4,12,"chr4:141640212-141644016"
,"Kazn",4,158,"chr4:141658304-141795316"
,"Prdm2",4,1060,"chr4:142697293-142802612"
,"Pdpn",4,42,"chr4:142857324-142889410"
,"Lrrc38",4,0,"chr4:142939652-142960931"
,"Pramel1",4,0,"chr4:142984343-142989722"
,"Pramef8",4,182,"chr4:143002328-143010990"
,"Oog4",4,0,"chr4:143027066-143040205"
,"Gm13040",4,0,"chr4:143101214-143107736"
,"Gm13043",4,0,"chr4:143101245-143107734"
,"Gm13057",4,0,"chr4:143125856-143132374"
,"Gm13057",4,0,"chr4:143141602-143148139"
,"BC080695",4,0,"chr4:143157369-143163701"
,"Gm13083",4,0,"chr4:143204905-143208498"
,"Gm13088",4,0,"chr4:143243662-143247149"
,"Gm13078",4,0,"chr4:143309357-143319061"
,"Gm13023",4,0,"chr4:143379236-143385488"
,"Gm13084",4,0,"chr4:143399893-143405996"
,"Gm13103",4,0,"chr4:143436399-143443540"
,"Pramef6",4,0,"chr4:143484139-143490283"
,"Gm13109",4,0,"chr4:143538484-143540919"
,"Pramef17",4,0,"chr4:143581021-143584272"
,"Pramel4",4,0,"chr4:143649028-143659221"
,"Gm13102",4,0,"chr4:143689782-143700004"
,"Oog3",4,0,"chr4:143747458-143752554"
,"Oog2",4,0,"chr4:143780619-143786837"
,"C87977",4,0,"chr4:143796664-143802920"
,"Pramel5",4,0,"chr4:143860535-143870369"
,"Gm13128",4,0,"chr4:143920151-143923368"
,"Gm13119",4,0,"chr4:143947866-143954322"
,"Gm13125",4,0,"chr4:143962662-143967836"
,"Pramef12",4,0,"chr4:143981576-143998367"
,"1700012P22Rik",4,0,"chr4:144008093-144028675"
,"Aadacl3",4,0,"chr4:144043673-144053659"
,"9430007A20Rik",4,0,"chr4:144109724-144119256"
,"Gm13124",4,0,"chr4:144144902-144155037"
,"Gm13177",4,0,"chr4:144203609-144213301"
,"Gm436",4,0,"chr4:144259839-144276271"
,"Gm13178",4,0,"chr4:144293093-144311307"
,"Gm438",4,0,"chr4:144367106-144376486"
,"Dhrs3",4,154,"chr4:144482729-144517548"
,"Vps13d",4,422,"chr4:144565039-144780495"
,"Tnfrsf1b",4,832,"chr4:144802270-144836773"
,"Tnfrsf8",4,7,"chr4:144858878-144905050"
,"Smarca5-ps",4,0,"chr4:145054112-145057864"
,"Gm13212",4,0,"chr4:145207048-145214297"
,"Gm13242",4,0,"chr4:145260599-145294340"
,"Gm13238",4,0,"chr4:145427121-145427895"
,"1700095A21Rik",4,0,"chr4:145651165-145679000"
,"Gm13247",4,0,"chr4:145658643-145696039"
,"Gm13251",4,0,"chr4:145728598-145749009"
,"Rex2",4,0,"chr4:145850573-145889553"
,"Gm13034",4,0,"chr4:146034924-146036119"
,"Gm13051",4,0,"chr4:146064712-146094024"
,"Zfp600",4,0,"chr4:146124224-146166150"
,"Rex2",4,0,"chr4:146395929-146434908"
,"4933438K21Rik",4,0,"chr4:146437474-146442545"
,"Gm13139",4,0,"chr4:146506201-146554688"
,"1700029I01Rik",4,0,"chr4:146514185-146556724"
,"Gm13152",4,0,"chr4:146549974-146887529"
,"Gm13154",4,0,"chr4:146927385-146959310"
,"2610305D13Rik",4,0,"chr4:146986044-147016617"
,"Zfp534",4,0,"chr4:147047611-147076662"
,"Gm13157",4,1,"chr4:147128082-147183897"
,"Rps19-ps3",4,15,"chr4:147195885-147196311"
,"Zfp933",4,151,"chr4:147197094-147222484"
,"Miip",4,689,"chr4:147234886-147242828"
,"Fv1",4,113,"chr4:147243087-147244467"
,"Mfn2",4,294,"chr4:147247703-147278928"
,"Plod1",4,217,"chr4:147283861-147310885"
,"2510039O18Rik",4,370,"chr4:147315003-147321423"
,"Nppb",4,0,"chr4:147359897-147361314"
,"Nppa",4,2,"chr4:147374854-147376176"
,"Clcn6",4,77,"chr4:147380592-147412876"
,"Mthfr",4,449,"chr4:147413185-147433671"
,"Agtrap",4,409,"chr4:147451169-147462173"
,"2610109H07Rik",4,70,"chr4:147472545-147504807"
,"Mad2l2",4,37,"chr4:147514598-147519805"
,"Fbxo6",4,30,"chr4:147519824-147526244"
,"Fbxo44",4,33,"chr4:147526908-147534173"
,"Fbxo2",4,2,"chr4:147534776-147540526"
,"Ptchd2",4,0,"chr4:147610965-147662074"
,"Ubiad1",4,139,"chr4:147808605-147818860"
,"Mtor",4,219,"chr4:147822690-147931794"
,"Angptl7",4,55,"chr4:147869388-147874571"
,"Exosc10",4,261,"chr4:147932535-147956509"
,"Srm",4,91,"chr4:147965621-147968728"
,"Masp2",4,0,"chr4:147976652-147989589"
,"Tardbp",4,2184,"chr4:147986490-148001105"
,"Gm572",4,0,"chr4:148017425-148045681"
,"Casz1",4,58,"chr4:148178500-148329001"
